"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
106718,72146,96941,40247.8,27266,96738.7,1829.52,471.66,489.3,65.1,84.6,17208.5,0.217149
96309.5,65622,96183.3,39605.2,30790,84298.9,2870.28,553.14,761.88,49.29,114.3,23897.9,0.220236
82083.4,54210,99232.9,25920.7,19006,89379.2,4767,575.4,735.84,66.96,127.8,24762.3,0.222295
93417.1,65540,93411.4,23945,18512,84770,2984.52,685.02,809.76,39.06,94.5,29798.5,0.224353
77361.9,57218,88608.3,23263,17526,86988.5,1691.76,571.62,711.48,30.69,112.5,23619.5,0.224353
68136.6,46022,97027.5,32822.2,23154,92901.1,5932.92,1862.7,2430.96,53.01,91.8,84250.2,0.229499
71430.8,50399,92884.6,38183.9,24383,102630,2744.28,397.32,426.72,49.29,70.2,13147.6,0.229499
71953.7,51990,90701.2,24187.8,18058,87782.2,2942.52,515.76,538.86,10.23,114.3,24637.2,0.229499
65425.5,39877,107524,31529.4,20809,99298.9,4122.72,775.32,892.08,36.27,90,34031.8,0.231557
65703.4,51774,83168,29421,22974,83926.8,1882.44,310.8,398.16,30.69,66.6,12020.7,0.234644
86089.5,51798,108922,27939.2,18442,99285.6,2436.84,583.38,580.44,87.42,156.6,21581,0.234644
63851.9,46291,90397.7,34193,25315,88519.7,2325.96,396.9,255.78,-17.67,47.7,12573.5,0.238761
76659.1,58403,86021.8,22026.5,16975,85038.4,1906.8,590.1,670.74,62.31,66.6,25041.4,0.240819
104054,66617,102366,35296.8,24836,93139.4,3996.72,645.12,712.74,72.54,85.5,28667.5,0.241848
105859,76466,90727.5,59229.2,38994,99544.7,4043.76,574.14,806.82,48.36,98.1,23932.2,0.254198
82712,61044,88798.5,21748.4,16176,88112.4,2017.68,673.68,712.32,106.95,117,32089.5,0.256256
75864.6,51548,96451.1,21129.4,16257,85177.7,1128.96,207.48,287.7,23.25,47.7,8730.82,0.257286
84086.8,57930,95127.1,27389.9,20462,87724.7,1718.64,450.24,447.3,24.18,8.1,17360.2,0.258315
85220.8,56043,99656.2,19530,14838,86259.5,1653.12,410.34,608.16,55.8,67.5,18505.3,0.259344
64919.4,50210,84735.3,24386,18890,84603.7,1540.56,431.76,426.72,37.2,55.8,19051.1,0.260373
89869.5,64599,91173,30366.8,22251,89439.6,1943.76,305.76,412.02,47.43,27.9,11367.5,0.261402
99764.7,65815,99341.8,35044.8,25571,89816.4,5607,833.28,852.18,39.99,75.6,35574,0.265519
101277,61947,107144,30857.4,21055,96047,4613.28,714,890.4,83.7,106.2,28595.5,0.265519
81403,60283,88496.4,32863.3,23151,93029.7,3840.48,606.9,431.34,80.91,71.1,21512,0.266548
81517.8,59439,89879.5,22005.5,17307,83327.6,1243.2,212.1,301.14,110.67,58.5,9463.6,0.266548
58487.1,37966,100959,26674.2,20579,84946.8,4220.16,528.36,637.14,71.61,79.2,21894.3,0.267577
66807.3,49971,87616.5,17068,13699,81653.1,1145.76,340.2,398.16,67.89,56.7,12713.9,0.267577
106874,65766,106500,31090.9,21601,94327.8,4431.84,1161.3,1545.6,34.41,214.2,58084.9,0.268606
63072.8,45878,90098.5,32055.2,22094,95083.4,3386.88,526.26,570.36,71.61,93.6,21628.8,0.270664
46877.6,29829,102993,42908,31423,89489.3,5230.68,323.4,388.92,33.48,146.7,12467.3,0.271694
82495,60297,89662.7,21709.8,16740,84992.4,1895.04,346.5,574.56,85.56,65.7,16364.8,0.271694
81523.4,54496,98038.7,28260.1,21084,87841.7,1704.36,580.44,630.42,50.22,44.1,22519.7,0.273752
98303.1,60874,105832,30476.9,22714,87934,1338.12,435.12,487.2,45.57,72,19847,0.276839
70409.5,52010,88720.6,25996.3,20199,84345.5,2332.68,221.34,350.7,53.01,76.5,9780.43,0.277868
44515.8,36832,79208,41407.8,32172,84349.8,1853.04,96.18,94.08,40.92,66.6,2191.26,0.279927
95137,66410,93884.9,23379.7,17767,86239.3,2077.32,563.22,521.22,0.93,89.1,24741.1,0.281985
87329.2,64391,88882.1,26444,19979,86742.9,3231.48,336,396.06,42.78,57.6,17020.9,0.281985
83814.5,50146,109537,37562.3,26134,94194.6,1926.12,422.94,548.1,54.87,60.3,14827.3,0.284043
49912.1,38222,85580,15376.2,12730,79159,1208.76,240.66,206.64,-12.09,25.2,8203.95,0.295364
82788.3,56253,96450.2,23053,17280,87430.5,4966.08,1259.58,1351.56,30.69,171.9,59324.5,0.29948
67619.3,48789,90829.9,34635.7,27341,83021.3,2055.48,437.22,453.6,39.06,72.9,17146,0.307714
70637,51679,89577.3,21892.9,16994,84428.3,4486.44,241.5,345.66,9.3,72.9,10627.7,0.310801
67877.6,50812,87546.8,65095,46060,92619.7,1822.8,415.8,388.08,39.06,45,11665.5,0.31183
92528.1,64450,94087.2,24465,16886,94950.7,2950.92,601.02,604.38,68.82,63,27232,0.312859
111030,72859,99870.9,30875.9,22671,89254.2,2106.72,533.82,482.58,95.79,77.4,18993.3,0.312859
58702.7,44340,86764.6,40628.3,31912,83436.2,2387.28,551.88,567.84,63.24,85.5,18156.7,0.313888
76990.9,52817,95531.3,43897.6,31289,91945.1,2126.04,397.74,551.88,53.01,101.7,17708.3,0.315947
98377.3,67027,96188.9,33804.1,25111,88223.8,5880.84,853.02,1156.26,58.59,187.2,39453.3,0.318005
91860.3,64973,92656.3,22285.2,16752,87182.6,1362.48,523.32,485.1,48.36,55.8,20927.9,0.321092
87635.8,57445,99979.1,28869.1,19565,96701.6,2218.44,540.54,514.08,60.45,116.1,21245.3,0.322122
105279,66625,103558,35732.8,23765,98539.1,3256.68,647.22,688.38,75.33,131.4,27455.6,0.32418
78006.6,55896,91459.9,18545.5,13621,89229.8,1081.92,221.76,242.34,49.29,28.8,10172.8,0.325209
115352,73318,103108,36316.6,24622,96663.2,3397.8,568.26,649.32,59.52,103.5,23951,0.326238
85776.6,58437,96196.9,26934.6,19369,91134.6,1987.44,601.86,700.56,21.39,101.7,24476.7,0.327267
87641.4,65925,87124.3,22614.5,17513,84626.4,947.52,182.28,173.46,38.13,54,6522.45,0.328296
60273.5,42737,92427.7,14492.5,11101,85558.2,717.36,160.86,254.1,26.04,94.5,6123.02,0.330355
91026.6,58859,101353,43353.2,29423,96563.8,9021.6,944.16,937.44,63.24,110.7,39767.8,0.331384
69057.8,48081,94128.1,21661.9,16461,86242.4,1150.8,303.24,325.08,20.46,55.8,12292.1,0.332413
86499.7,56707,99967.3,24236.5,16551,95967.9,7017.36,771.96,946.26,71.61,164.7,36052.5,0.333442
62817.3,48012,85745.1,17172.1,12561,89594.1,2548.56,425.88,620.76,26.04,108,21328.5,0.333442
102269,60774,110283,51446.6,30878,109191,5643.12,619.92,792.96,72.54,178.2,28106.4,0.333442
74472.3,45655,106902,28253.4,20659,89627.5,1767.36,343.56,382.62,67.89,69.3,13915.7,0.33653
80737.3,58611,90276.6,24801.8,18079,89906.2,3528,595.56,674.94,55.8,52.2,25850.3,0.33653
92426.6,65866,91963.5,31636.1,23923,86665.6,4158,574.56,689.22,49.29,85.5,30653.4,0.342704
90532.4,62063,95598.5,28959.8,22226,85391.5,2199.12,572.88,568.26,41.85,120.6,23266.6,0.342704
76094.9,53271,93614.8,27116,18335,96922.7,3685.08,582.12,674.1,60.45,85.5,24384.1,0.343734
84459.2,56917,97248.9,37123.8,25597,95048.1,3181.92,629.16,735,76.26,121.5,28928.3,0.343734
64264.2,51267,82150.7,18775.7,14627,84124.1,1163.4,329.28,372.54,25.11,44.1,13703.3,0.344763
64319.5,51329,82122.1,19157,15385,81603.9,3021.48,422.94,609,62.31,48.6,16758.9,0.34785
84877.8,57552,96652.6,42654.4,28152,99296.5,3102.12,492.24,614.88,82.77,91.8,17921.2,0.356083
64390.9,48850,86385.3,34864.2,25826,88471.3,3332.28,301.14,267.96,26.04,22.5,9796.95,0.356083
76496.7,57002,87949.3,21763.6,16750,85152,1265.88,270.06,144.9,48.36,28.8,9574.52,0.361229
63829.5,49311,84831.6,28326.5,22274,83344,2131.92,297.78,324.66,57.66,19.8,11608.8,0.362258
75989.2,58126,85676.4,19193.2,14826,84840.3,2380.56,365.82,440.16,60.45,72,14835.5,0.366375
84909.3,54270,102536,24904.3,18419,88611.2,991.2,353.64,343.56,77.19,67.5,11264.9,0.366375
53123,41454,83983.9,19047,14126,88366.4,1690.92,433.02,508.2,33.48,106.2,15975.4,0.367404
87206.7,64687,88351.3,43753.9,32331,88690.6,3822.84,632.52,674.94,30.69,54.9,29157.2,0.367404
72635.5,51885,91746,19033.6,14214,87757.4,1489.32,345.66,309.12,48.36,50.4,15451.5,0.368433
73399.2,51326,93720.3,26402.9,20211,85613.7,934.08,354.48,443.52,70.68,78.3,12264.9,0.37152
69404.3,49922,91111.7,25359.6,19410,85624.3,950.04,312.48,320.04,85.56,42.3,10083.7,0.37152
76545.7,55654,90137.3,31951.9,23822,87902,3836.28,675.78,790.86,3.72,50.4,29237.4,0.37255
87378.9,58116,98535.1,28133.3,19484,94628.5,3773.28,666.96,736.68,-4.65,69.3,28086.9,0.373579
77690.9,47861,106382,27631,19579,92488,5067.72,763.98,1044.12,27.9,126,34505,0.373579
131080,94275,91121.2,32101.4,22867,92001.6,8818.32,948.78,1143.24,44.64,180,39830.3,0.374608
70592.9,48320,95744.5,21789.6,15304,93309.2,1556.52,301.98,275.1,22.32,101.7,10228.8,0.374608
75926.2,55266,90035.5,20308.7,15174,87712.5,1971.48,361.62,602.7,62.31,72,18694.1,0.374608
97430.2,71251,89615.4,32004,24579,85333.6,2386.44,564.9,858.9,69.75,95.4,21267.1,0.375637
82397.7,50065,107860,21729.1,13917,102324,637.56,272.58,317.52,73.47,118.8,11596.4,0.375637
61822.6,46027,88026.7,13131.7,10607,81135.1,1244.88,468.72,468.72,2.79,39.6,19450.5,0.380783
68311.6,51063,87673.5,24786.7,17895,90775.2,6584.76,1098.3,1460.34,68.82,71.1,52528.9,0.392103
69355.3,55426,82006.1,25297.4,20170,82196,2254.56,448.56,545.58,32.55,24.3,17050.4,0.394161
74209.8,45109,107815,34801.2,23573,96751.9,5084.52,611.94,764.82,53.94,105.3,26368.3,0.394161
85794.1,65130,86328.9,27289.9,19790,90372.5,1596,358.68,554.4,25.11,29.7,16409.1,0.399307
53839.8,39572,89165.2,13312.3,10440,83566.7,451.08,180.18,211.68,19.53,37.8,7694.78,0.400336
86653.7,63160,89913.5,27277.3,20113,88880.1,2672.88,475.44,515.34,104.16,88.2,19430.5,0.402395
122340,74280,107938,50367.2,28353,116420,7382.76,850.92,1083.18,106.02,219.6,36317.4,0.403424
56070.7,45221,81259.8,16968,13769,80762.2,1567.44,371.28,479.64,34.41,43.2,14705.7,0.404453
72979.2,51139,93524.8,24571.7,18991,84794.4,1279.32,241.08,358.68,31.62,21.6,11031.8,0.405482
87707.2,64315,89372.3,27930,21062,86906.3,2215.92,425.46,483.42,6.51,65.7,19769.7,0.405482
75540.5,55657,88948.8,28935.5,20372,93084.4,939.12,387.66,510.3,65.1,38.7,16145.3,0.40754
60482.1,45380,87345.9,12937.7,10488,80843.2,743.4,128.52,173.88,60.45,5.4,4308.77,0.410628
38321.5,18086,138861,30555.8,15362,130355,1244.04,149.1,163.38,27.9,47.7,5278.73,0.412686
82242.3,57723,93374.1,19556,14470,88571.1,764.4,244.86,352.8,33.48,79.2,8973.31,0.412686
75249.3,55249,89260.2,22761.5,17229,86580.6,2546.88,523.32,597.24,74.4,90,23826.6,0.412686
89618.9,59147,99299.4,43288.6,31270,90724.6,8674.68,826.56,824.88,104.16,135.9,32134.9,0.413715
73411.8,53604,89752.9,18369.1,13996,86013,1876.56,540.12,587.16,39.06,106.2,22545.7,0.417832
