"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
123178,86611,93205.4,23027.8,17535,86064.9,-0.84,8.82,47.46,66.96,3.6,132.16,0.208869
77744.8,49576,102773,25120.2,17893,92006.8,2.52,30.24,33.18,28.83,35.1,63.72,0.216071
70349.3,54562,84498.6,24627.1,19874,81209.8,15.96,48.72,-2.52,33.48,22.5,54.87,0.219158
46880.4,35804,85810.4,26614.6,18037,96701.9,21.84,83.16,49.56,44.64,40.5,27.14,0.219158
96507.6,67337,93926.4,34466,26132,86436.8,68.88,48.72,-8.4,42.78,61.2,63.72,0.223273
64909.6,49548,85854.4,36157,28433,83339.2,52.08,80.64,-24.36,11.16,17.1,149.86,0.224302
85733.2,58834,95499.4,24901,18582,87822,121.8,51.66,-6.3,7.44,54,126.26,0.228418
59341.8,44042,88302.6,20623.7,16535,81741.4,46.2,12.18,61.74,20.46,23.4,94.4,0.231505
47245.8,36618,84556.8,12311.9,10023,80502,9.24,32.34,-9.24,41.85,49.5,21.24,0.234591
85079.4,58602,95146.3,24413.8,15107,105910,19.32,50.82,82.32,59.52,65.7,69.03,0.238707
61429.9,46915,85812,18500.2,14279,84909.8,43.68,26.46,46.2,13.02,30.6,44.25,0.239736
69052.9,44462,101782,25624.2,18874,88974.6,36.12,57.12,84.42,61.38,62.1,81.42,0.239736
42172.9,28469,97082.5,24436.4,17869,89622.6,61.32,36.12,-5.04,28.83,12.6,71.39,0.244881
74282.6,55252,88108.7,20839.6,14828,92105.6,34.44,35.7,-26.88,46.5,-17.1,48.97,0.245909
39215.4,23162,110958,34645.8,22734,99874.5,36.96,96.6,7.14,7.44,17.1,44.25,0.245909
101501,68268,97438.8,39985.7,27960,93723.2,32.76,86.1,29.82,13.95,8.1,43.07,0.247967
51117.5,38747,86459.3,16151.5,13030,81236.1,60.48,73.5,-49.14,44.64,37.8,43.66,0.248996
62845.3,40754,101061,25818.2,19354,87425,62.16,60.48,51.24,51.15,69.3,82.6,0.250025
82227.6,57713,93373.6,22458.2,17117,85986.1,55.44,41.58,47.46,55.8,38.7,89.68,0.252083
62087.9,44961,90500.5,13725.6,10541,85335.4,13.44,7.98,-18.48,22.32,15.3,12.39,0.252083
61208.7,43707,91778.7,23709,19035,81628.2,42.84,42.42,9.66,16.74,31.5,64.31,0.253112
63538.3,48920,85119.5,32757.5,26309,81599.2,33.6,22.26,4.62,21.39,56.7,66.08,0.253112
77524.3,52556,96670.8,20689.2,14913,90919.8,21.84,43.26,64.68,75.33,39.6,69.03,0.253112
81376.4,54384,98063.5,36167,26528,89348.7,51.24,70.98,6.72,31.62,66.6,41.3,0.253112
45287.2,36347,81655.8,16116.2,13259,79658.6,19.32,44.1,15.54,18.6,18.9,30.09,0.254141
71689.1,53746,87415.2,18653.9,15222,80311.4,44.52,61.32,31.92,52.08,27,51.33,0.256199
82314.4,62330,86548.3,23200,18254,83293.1,39.48,27.3,1.68,22.32,33.3,73.75,0.258256
62975.5,46270,89197.4,33610.1,23507,93702.7,99.96,40.74,-41.16,26.97,75.6,77.29,0.259285
61443.2,39469,102023,20222.2,13200,100400,44.52,30.24,-6.72,40.92,88.2,57.82,0.259285
59587.5,44797,87173.8,12301.8,9744,82739.2,32.76,8.4,7.56,42.78,51.3,46.02,0.260314
59755.5,47226,82923.3,17512.3,14654,78319.1,27.72,19.74,36.96,7.44,22.5,49.56,0.260314
