"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
75756.1,52321,94890.2,28464.2,19873,93867.7,2934.12,935.76,1185.66,32.55,86.4,38486.9,0.225139
80876.6,59922,88453.8,18421.2,13978,86368,2304.96,567.42,539.28,40.92,22.5,24588.8,0.226167
74503.8,55635,87762.8,19593,14571,88123.5,604.8,222.18,295.26,14.88,53.1,10521.5,0.227195
99412.6,71859,90665.1,29861.2,21711,90137.8,3252.48,698.88,780.78,48.36,85.5,33146.2,0.227195
72357.6,42730,110977,33710.9,18675,118301,2754.36,586.74,668.22,74.4,123.3,23153.4,0.227195
115840,71954,105507,30326.5,21474,92552.8,2090.76,666.96,813.96,31.62,81.9,30010.9,0.228223
89353.6,60407,96940.4,31489.9,21719,95019.3,5186.16,1015.56,1178.52,30.69,128.7,46952.2,0.228223
85194.9,53985,103424,22509.5,17597,83831.4,190.68,233.1,288.54,41.85,109.8,9158.57,0.230279
101786,68785,96977.8,33271.6,25789,84551,5257.56,1252.44,1577.52,64.17,113.4,56885.4,0.230279
104921,65047,105710,34696.2,22715,100103,1981.56,349.44,404.04,38.13,93.6,12090.9,0.230279
104206,64464,105938,35495.9,23978,97016.4,2950.08,801.78,928.2,80.91,131.4,35306.2,0.231307
58180.5,46016,82860.7,25943.4,20936,81210.7,2877.84,1186.5,1385.58,33.48,75.6,54008,0.231307
75147.1,54789,89887.4,20667.4,15637,86618.7,2369.64,822.78,989.52,14.88,54,43888.3,0.233363
66748.5,45482,96179.4,29947.7,24862,78941.8,46.2,761.88,757.68,22.32,163.8,28467.5,0.234391
81540.2,58190,91834,19519.9,13950,91703,1512,607.32,741.3,46.5,102.6,29370.8,0.234391
85921.5,62440,90181.8,17680.3,13697,84595,5047.56,988.26,1102.08,47.43,169.2,46391.1,0.238504
53585.7,39158,89682.6,13534.1,10374,85499.3,895.44,386.82,467.04,34.41,67.5,18158.4,0.239532
88747.4,59887,97118.7,30886.8,21202,95472,1779.12,1131.9,1312.5,61.38,108,50514,0.239532
55954.5,43583,84139.1,18314.5,15202,78954.1,2372.16,560.7,805.56,26.97,59.4,22634.2,0.239532
89606.3,58164,100963,28875.8,21140,89517.8,2840.88,1010.52,1432.62,58.59,62.1,49616.6,0.241588
89464.2,54632,107320,44076.5,30769,93880.1,4397.4,904.68,1106.28,69.75,89.1,37283.3,0.242616
61017.6,45388,88103.7,26597.8,20716,84143.2,1514.52,504.84,514.92,32.55,31.5,22106.7,0.243644
91291.2,59684,100242,29492.4,22076,87552.7,2614.92,966.84,1125.6,44.64,40.5,48469.7,0.243644
66054.8,43166,100286,16588.3,12270,88600.8,2631.72,858.48,1038.66,66.96,94.5,34834.2,0.243644
36897,26036,92874.5,20370.8,12672,105352,1338.12,73.5,96.6,-26.04,37.8,713.9,0.244672
57075.2,40762,91763.9,21844.2,16563,86432.5,1168.44,834.54,1064.28,48.36,99.9,31458.2,0.246728
79592.1,54183,96269.1,31547.9,23091,89538,3861.48,1167.6,1333.08,53.01,69.3,50020.8,0.246728
69374.9,44512,102142,27700.7,19960,90951.5,3982.44,1132.32,1322.16,37.2,53.1,49431.4,0.247756
95019.4,65602,94923.8,28602.8,19430,96475.3,3279.36,873.18,1131.06,18.6,58.5,35845.4,0.247756
77718.2,58771,86664.2,20512.8,16063,83690.9,2071.44,530.88,716.94,15.81,79.2,20138.5,0.249812
72225.3,49599,95432.5,16517.8,11871,91189.3,2240.28,718.62,737.94,62.31,65.7,30723.7,0.249812
56878.5,47038,79246.3,12195.1,9818,81403.5,210.84,45.36,64.68,19.53,45,3152.37,0.251868
67791.5,49793,89225.1,25121.9,19461,84599.3,6064.8,821.1,946.26,47.43,86.4,34643.6,0.252896
104239,69340,98520.5,27273.1,20629,86643.6,3773.28,1283.94,1330.98,60.45,78.3,53419.8,0.252896
99962.8,63840,102618,29870.4,21196,92356.4,2546.04,1129.38,1521.24,49.29,95.4,55874.8,0.252896
81488.4,57322,93165.3,23940,17710,88590.2,1102.92,595.56,858.9,39.99,87.3,27568.9,0.253924
86642.5,65707,86417,28945.6,22806,83178.8,4394.88,935.34,1019.34,38.13,66.6,40208.5,0.253924
109130,68275,104752,34883.5,24343,93913.1,4169.76,1546.44,2028.6,70.68,120.6,71523.9,0.254952
62337.1,44298,92223.7,14163.2,11162,83157.3,1749.72,560.7,804.72,-17.67,19.8,27652.1,0.258036
99747.2,63550,102864,25840.9,18222,92937.7,1390.2,528.36,582.96,77.19,107.1,20994,0.259064
47424.3,39802,78086.5,38973.5,30558,83584.2,2415,362.04,282.24,21.39,56.7,13266.1,0.259064
58649.5,46980,81814.7,15866.8,13180,78895.6,142.8,59.64,50.82,34.41,76.5,1480.9,0.26112
39757.9,29893,87163.3,43117.2,30349,93107.8,977.76,135.24,162.54,-1.86,27,3262.7,0.262148
72217.6,55029,86006.5,21669.5,17065,83218.9,1559.88,937.44,968.1,-12.09,32.4,45158,0.263176
63989.1,50398,83209.4,18438.8,15002,80549.8,105,15.12,37.38,-11.16,89.1,20.65,0.263176
98653.8,67646,95576.6,18513.6,13646,88913,1195.32,922.74,1067.22,13.02,44.1,43769.7,0.264204
81183.2,52740,100880,24719.5,18536,87398.5,3909.36,570.36,709.8,-0.93,50.4,27792.5,0.264204
71175.3,49508,94218,26420.5,20492,84496.2,1869.84,1008.84,1233.54,34.41,43.2,46538,0.264204
112622,70529,104649,41714.4,28393,96284.1,6651.96,1777.02,1868.16,53.94,131.4,76075.2,0.264204
104633,68816,99646,34513.9,25884,87386.2,7121.52,1209.6,1443.54,86.49,211.5,56737.3,0.265232
83081.6,53578,101624,29429.4,21415,90062.3,105,216.72,98.7,57.66,74.7,5162.5,0.26626
51324,42339,79443.8,22353.2,19019,77025.2,1193.64,300.3,235.62,28.83,81.9,11474.9,0.26626
99982.4,70985,92307.5,24658.2,18468,87502.7,2776.2,1152.9,1313.34,34.41,147.6,52537.7,0.26626
82931.8,61935,87753.6,26138.3,19083,89765.7,2957.64,897.54,994.56,25.11,86.4,37739.3,0.267289
104250,64429,106042,36427.4,25360,94136.8,3555.72,1171.8,1419.18,72.54,84.6,49829.6,0.267289
97830.6,61786,103768,42836.6,31502,89116.3,4036.2,779.1,835.38,68.82,108.9,33049.4,0.268317
57019.2,40905,91353.4,17859.2,14436,81076.7,1434.72,588.42,648.48,46.5,75.6,26233.8,0.268317
88053.7,53607,107648,27778.8,19527,93230.5,4090.8,979.86,894.18,88.35,85.5,38990.7,0.268317
62928.6,45654,90333.6,12436.2,10002,81485.6,1315.44,510.3,845.46,72.54,63.9,25903.4,0.268317
87133.2,54916,103984,56146.4,40668,90479.3,29340.4,2902.2,3390.66,71.61,179.1,130192,0.270373
71507.8,54930,85314.7,18007.1,14838,79533.1,2777.88,733.32,907.62,38.13,66.6,29471.7,0.270373
101737,59996,111132,38313.2,26581,94462.1,6071.52,1453.62,1832.46,58.59,174.6,63527.1,0.276541
51178.4,36963,90740.1,19939.9,15771,82859.8,2113.44,1006.32,1296.12,25.11,100.8,39275.7,0.276541
90509.3,56282,105391,29857,18135,107897,2556.96,656.88,756.84,49.29,84.6,24585.3,0.277569
103511,62342,108814,35540.4,24222,96159.5,4742.64,1742.58,1981.98,97.65,203.4,68733.8,0.278597
56251.3,36594,100740,22877.4,15806,94856,2516.64,684.6,889.14,19.53,36.9,23095,0.280653
92136.8,62706,96295.1,27092.5,20438,86874.2,881.16,442.26,512.4,21.39,78.3,20535.5,0.282709
59271.1,44329,87626.4,17811.4,14041,83134.1,1092,493.5,699.3,32.55,41.4,21134.4,0.283737
88935,60059,97045.3,21123.5,16175,85585.7,2123.52,672.84,730.38,35.34,63.9,27568.9,0.285793
56098,37530,97960,17234.3,12983,86995.7,1638.84,596.82,716.1,1.86,57.6,23962.3,0.285793
88748.1,61231,94987.8,22963.9,17483,86081.5,3135.72,671.16,766.92,43.71,91.8,30122.4,0.286821
77288.4,53634,94439.6,31482.4,23282,88619,406.56,235.62,245.7,105.09,45.9,7264.67,0.287849
56458.5,40300,91813,18849.6,14913,82835.6,3186.12,784.56,1073.94,38.13,82.8,32772.1,0.288877
58143.4,38024,100213,17425.8,12833,88990.7,3229.8,766.5,846.72,27.9,31.5,34063.1,0.289905
87536.4,57625,99553.8,25198.3,18749,88079.2,3504.48,914.76,1333.5,19.53,80.1,46417.1,0.290933
72652.3,51121,93138.7,23442.7,17709,86754.9,981.96,542.64,733.74,38.13,52.2,21576.3,0.290933
72442.3,51020,93053.3,20220.5,15320,86499.3,1264.2,411.18,466.62,39.06,54,15066.2,0.291961
101054,62443,106060,35853.7,23894,98338.9,3188.64,1123.08,1323,90.21,144.9,45473.1,0.292989
110110,77486,93128.7,42116.8,32010,86228.2,2378.88,717.36,950.88,59.52,58.5,35144.5,0.295045
73226.3,50692,94669,30406.3,20104,99120,19515.7,795.9,1212.96,18.6,103.5,41131.8,0.297101
110755,74614,97280.2,28442.4,21254,87701.2,4374.72,1546.02,1989.96,51.15,72,69796.4,0.299158
104301,64883,105350,32576,22875,93329.1,4132.8,1147.02,1532.58,64.17,99.9,53788.5,0.299158
120026,72922,107869,56427.8,41847,88370.8,5519.64,2071.02,2307.48,64.17,141.3,87332.4,0.300186
110198,74343,97143.6,35150.6,26591,86632,8040.48,1949.64,2386.44,68.82,77.4,90912.5,0.301214
59451.7,45377,85863.5,26050.9,22321,76487.3,1436.4,393.96,371.7,28.83,82.8,16602.6,0.301214
53326,36803,94958.9,24202.1,18843,84174.9,2250.36,616.14,619.92,57.66,109.8,23178.1,0.302242
99891.4,67175,97454.2,31006.1,23523,86384.1,3142.44,1123.08,1160.88,68.82,138.6,48917.5,0.302242
108537,72023,98761.3,26131.6,19803,86479.7,1117.2,510.3,538.86,90.21,76.5,19645.8,0.30327
100992,63173,104769,42515.8,31745,87771.7,2081.52,1258.74,1410.36,23.25,45,51134.7,0.304298
103862,63059,107942,38640,27211,93062,2766.12,958.02,1267.98,49.29,222.3,45688.4,0.306354
83985.3,57670,95440.6,24625.4,18446,87490.7,483,54.18,63,16.74,71.1,960.52,0.307382
94458,62554,98960.9,38436.7,27674,91023.7,4635.96,693.84,721.56,40.92,97.2,29199.7,0.307382
91090.3,63214,94436.3,28124.9,18014,102320,4599.84,869.82,1186.92,-22.32,130.5,43370.9,0.307382
87166.8,61107,93484.6,27088.3,19591,90616.1,3612,972.3,1225.98,-8.37,93.6,44292.5,0.307382
146975,94461,101969,46300,32832,92419.4,5722.92,2290.26,2766.12,53.94,189,103549,0.307382
38471.3,32137,78453.4,16422.8,12916,83329.8,3228.96,417.48,477.96,10.23,87.3,18913.6,0.30841
68906.6,45228,99846.6,16674,12364,88381.4,2467.92,1255.8,1391.46,13.02,81,55300.7,0.30841
84518,58813,94179.4,22887.5,16656,90054.9,3341.52,976.5,1079.4,37.2,66.6,49485.1,0.30841
