"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
53871.3,28012,126036,30330.7,15701,126600,1601.88,583.38,601.86,103.23,216.9,16843.3,0.220941
85699.6,53822,104352,30231.6,20391,97163.4,1580.88,605.64,711.9,95.79,113.4,24210.6,0.222996
58995.3,34681,111482,75895.7,35677,139415,2913.96,971.88,1103.76,102.3,221.4,29581.4,0.224024
42697.9,28449,98360.2,14983.1,11617,84525.4,1252.44,457.38,395.64,34.41,59.4,15494.6,0.224024
78017.8,47465,107721,29094.2,18244,104512,2196.6,768.6,1037.4,80.91,198.9,29357.8,0.226079
64669.5,36904,114843,24789.2,16257,99931.6,4850.16,1037.4,1350.72,39.06,258.3,36962.9,0.226079
97204.1,58349,109177,40355.3,26457,99963.1,850.08,194.04,170.52,106.95,172.8,5209.7,0.227107
65118.9,46536,91706,33446.3,21221,103291,2845.08,715.68,905.52,93,140.4,27331.2,0.227107
47116.3,30342,101767,26523,19870,87479.2,987.84,344.4,448.98,52.08,276.3,11693.2,0.228134
71008,44351,104926,32139.2,22178,94971.5,5265.96,892.5,1003.8,44.64,182.7,34301.4,0.228134
53247.6,27454,127108,40435.9,22707,116704,3185.28,822.36,1104.6,54.87,346.5,28707,0.229162
49255.5,27373,117927,25605.7,18288,91759.4,1636.32,861.42,1029.84,55.8,298.8,35228.3,0.23019
53397.4,33641,104023,26787.6,17780,98737.5,1717.8,447.72,449.82,57.66,159.3,15717,0.232245
114110,66033,113251,24554,16177,99472.9,1122.24,1481.34,2058.84,146.94,298.8,54473.5,0.236355
61040.7,34631,115514,25355.4,17471,95111.4,2272.2,627.06,891.66,39.99,165.6,22303.8,0.237383
49359.8,41677,77617,17149.4,14269,78765.6,1058.4,207.48,161.28,80.91,101.7,7547.87,0.243549
59458.7,43014,90591.1,19167.1,14314,87755.8,956.76,402.78,574.56,35.34,88.2,13706.3,0.245604
42331.1,28696,96675.9,20742.1,15480,87813.7,280.56,67.2,39.48,40.92,180.9,-63.13,0.246632
52536.4,34090,100998,25483.1,15178,110032,1298.64,360.78,404.04,39.99,190.8,13199.5,0.246632
56875,37513,99361.8,21232.7,15213,91468.1,1632.12,470.4,594.72,42.78,153.9,16062.7,0.247659
78050,46267,110556,23825.8,13990,111612,1995.84,1172.64,1486.8,149.73,298.8,39739.4,0.248687
36444.8,16891,141403,24179.4,11014,143873,231,25.2,39.06,14.88,-14.4,-358.72,0.248687
40462.1,27676,95813.1,16200.2,12488,85017.5,4314.24,698.88,759.78,69.75,190.8,27314,0.248687
45504.9,30973,96284.2,35615.2,19117,122094,4827.48,827.4,1125.6,74.4,294.3,30022.1,0.248687
58083.9,43466,87576.2,48237,35673,88617.7,615.72,465.36,560.28,2.79,189.9,-50.74,0.249715
54054,33446,105916,23306.6,16266,93902.9,1443.12,444.78,560.7,55.8,181.8,14529.3,0.250742
54212.2,36908,96262.3,31644.5,22369,92711,2163,697.2,802.2,90.21,268.2,23313.8,0.25177
41636,22877,119275,46982.9,26064,118135,2914.8,1453.62,1874.88,125.55,379.8,50413.1,0.25177
91860.3,51699,116446,42863.5,28303,99251.1,4740.96,1073.94,1248.66,91.14,390.6,38642,0.252797
64574.3,42761,98967.3,25525.9,18445,90694.9,1607.76,281.4,449.82,79.98,236.7,13260.2,0.253825
57722.7,38795,97510.4,17935.7,13375,87882.8,1288.56,308.28,369.6,38.13,81.9,11952.8,0.253825
79117.5,56704,91440.5,16823.5,13160,83780.1,116.76,39.9,76.86,46.5,153.9,312.11,0.254853
51301.6,36369,92444.2,15286.3,11593,86414.6,1750.56,589.68,578.34,43.71,96.3,20139.1,0.256908
36808.8,20273,118991,23909.8,17797,88045.7,1483.44,401.52,492.66,79.05,212.4,18170.2,0.256908
78630.3,47718,107991,22226.4,14558,100057,1868.16,634.2,805.14,56.73,418.5,22927.4,0.257936
114211,66530,112505,104693,71370,96135.4,3039.12,1874.88,1890.42,101.37,560.7,62765.4,0.259991
67034.1,44443,98849,19529.2,14155,90417.7,1565.76,641.34,922.74,1.86,117,26410.2,0.265129
34463.1,30822,73278,55716.4,43662,83629.4,653.52,155.4,85.68,-4.65,113.4,111.51,0.266157
71408.4,38186,122553,37140.6,19075,127604,3626.28,417.9,580.44,19.53,245.7,16753.6,0.267184
63921.2,47576,88051.5,10553.8,8385,82486.7,309.12,235.62,347.76,24.18,140.4,9084.82,0.26924
47936,30875,101750,23596.4,15990,96711.5,1308.72,281.82,384.72,84.63,232.2,10319.7,0.26924
56844.9,42591,87468.9,16679.9,13122,83305.3,409.92,55.02,15.96,19.53,54.9,1021.29,0.270267
92048.6,54972,109738,19125.1,13521,92699.1,2230.2,795.06,891.66,89.28,437.4,28485.8,0.270267
37840.6,22793,108802,27595.7,19805,91315.9,5971.56,968.1,1093.68,29.76,69.3,36145.8,0.275405
