"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
80761.1,46734,113253,23819,15143,103084,682.08,264.18,227.22,60.45,240.3,7946.12,0.239175
98860.3,58414,110914,52437.8,30231,113677,6743.52,473.34,609.42,139.5,338.4,16070.4,0.243465
46603.9,24101,126726,51179.5,26461,126756,2826.6,1317.96,1896.72,20.46,270.9,49989.5,0.245611
89200.3,47440,123226,32627.3,19944,107213,1670.76,200.34,116.34,61.38,288,5581.99,0.245611
34913.2,21963,104178,43274.3,23878,118771,1743,456.12,407.4,48.36,240.3,15021.4,0.247756
59326.4,41463,93770.7,21873.6,15979,89712,2071.44,335.16,342.3,45.57,135.9,10224.7,0.248828
60415.6,36858,107423,22723.7,16423,90678.9,1436.4,165.06,166.74,72.54,116.1,4981.37,0.249901
56671.3,27157,136761,37385.9,18069,135598,2339.4,159.6,189.84,31.62,205.2,3811.99,0.258481
57913.1,33596,112972,40967.6,21116,127148,1533,125.16,112.56,104.16,225.9,3065.05,0.259554
46484.9,23869,127631,29287.4,17289,111018,2987.88,403.2,430.08,66.96,152.1,14395.4,0.261699
91599.9,51073,117539,50020.3,31249,104904,1719.48,558.6,629.58,98.58,236.7,18059.9,0.262771
47571.3,27096,115059,30748.2,20060,100454,1418.76,241.92,189,81.84,362.7,6326.57,0.263844
88788,57813,100649,23203.3,16877,90102.1,1834.56,205.38,185.64,75.33,166.5,6914.8,0.267061
93254.7,52940,115443,86074,49217,114614,3443.16,273.84,204.96,123.69,299.7,3838.54,0.269206
45920.7,29982,100376,29526.8,18055,107176,297.36,852.6,1021.86,54.87,43.2,31132.5,0.270279
110393,74622,96951.3,102369,72190,92933.4,687.12,807.66,1044.96,89.28,722.7,6264.03,0.273496
29327.2,17646,108919,35210.3,18823,122592,3457.44,584.22,589.68,13.02,120.6,18063.4,0.275642
55137.6,36747,98334.5,43627.1,24975,114480,936.6,285.6,397.32,87.42,162,7690.06,0.277787
65757.3,39804,108267,22200.4,15624,93121,1057.56,336.42,320.04,106.02,276.3,12071.4,0.279932
63041.3,42512,97183.7,19931.5,14888,87737.2,582.96,123.06,168.84,41.85,19.8,4692.27,0.282077
71357.3,45484,102816,23077.3,17148,88196.6,388.92,70.14,-24.78,51.15,169.2,581.74,0.284222
62777.4,43950,93610.5,11718.8,9214,83352.1,627.48,259.56,372.96,40.92,74.7,9924.98,0.29173
46967.9,26748,115077,26932.1,18428,95779.3,1420.44,202.02,198.24,60.45,155.7,5115.89,0.293875
55391.7,32758,110817,43421.3,21978,129478,1854.72,405.72,366.24,95.79,250.2,10900.2,0.293875
60159.4,41388,95259.6,45236.5,23612,125556,4482.24,121.38,119.7,57.66,155.7,110.33,0.29602
52287.9,32554,105263,26308,15427,111760,1191.96,190.26,276.36,76.26,227.7,6092.34,0.298165
51421.3,32159,104790,45011.4,27803,106099,2023.56,270.48,239.4,52.08,122.4,7834.02,0.30031
47420.8,30090,103282,24969,18106,90377.1,2251.2,407.4,302.4,52.08,99.9,12762.9,0.302455
39230.8,29709,86540.4,19454.4,15785,80770.6,576.24,207.9,287.28,-4.65,13.5,7839.92,0.303527
59678.5,41358,94566.7,17603,13373,86265.8,982.8,278.88,319.62,20.46,106.2,8579.19,0.305673
34636,22751,99771.6,23460.4,17167,89561.3,2073.96,212.94,312.48,49.29,157.5,9232.91,0.307818
31193.4,17894,114244,32860,17601,122352,913.92,80.22,71.82,15.81,103.5,2226.07,0.30889
78162,41391,123757,69545.3,31119,146461,2878.68,190.68,153.3,26.97,184.5,2617.83,0.309963
79741.2,42489,122995,43995,29417,98013.3,1443.12,404.04,468.3,81.84,281.7,10441.8,0.31318
72272.2,45462,104184,25083.2,19010,86473.2,794.64,235.62,270.06,55.8,221.4,6815.09,0.315325
37697.8,25898,95395.9,17086.4,11635,96242.1,914.76,280.98,218.82,39.06,99.9,8059.99,0.318543
68010.6,45589,97767.9,22528,16593,88976.8,1097.04,199.92,223.02,31.62,117.9,7211.57,0.319615
82188.4,63490,84837,15890.3,11838,87969.7,842.52,204.12,195.72,46.5,170.1,6875.86,0.319615
60232.2,43576,90586,28103.9,15704,117283,1053.36,293.58,349.02,11.16,105.3,8183.3,0.320688
35990.5,31166,75681,37617.7,31966,77123,4205.88,95.76,36.54,13.95,68.4,488.52,0.322833
71407.7,48632,96228.3,20653.9,15708,86171.1,409.92,84,98.7,26.97,206.1,2134.03,0.322833
31529.4,14891,138762,48627.6,20422,156050,311.64,774.06,895.86,21.39,299.7,23513.3,0.323906
42428.4,28150,98777.5,19407.4,15162,83886.1,456.12,256.62,273,38.13,147.6,7462.91,0.323906
49046.9,32103,100126,17890.3,13076,89665,804.72,186.9,229.74,39.06,124.2,6573.19,0.327123
92301.3,53878,112273,31372.3,22458,91549.4,2514.12,395.64,453.6,64.17,224.1,12249,0.328196
59989.3,38412,102350,20459,14952,89673.9,1440.6,259.98,317.52,104.16,206.1,8277.7,0.329268
98300.3,62240,103506,31563.8,22504,91920,2458.68,377.16,644.7,121.83,204.3,13063.2,0.329268
95664.8,55879,112198,19569.5,13287,96523.3,1856.4,593.04,773.64,104.16,351.9,24343.4,0.330341
54665.1,26143,137036,33555.5,16002,137426,2765.28,1072.68,984.48,145.08,260.1,33789.3,0.330341
88785.9,55695,104474,25527.6,17858,93682.2,1627.08,445.62,457.8,89.28,211.5,14255,0.331413
40038.6,22128,118581,61425.8,31560,127554,5270.16,701.4,615.72,111.6,386.1,19163.8,0.331413
109696,67142,107072,30016.6,20842,94384.7,2571.24,622.02,617.4,85.56,187.2,18164.9,0.332486
54767.3,39238,91473.3,14053.2,10754,85641.7,429.24,81.48,131.04,30.69,54.9,2906.34,0.332486
115828,75026,101177,93763.3,43362,141711,6983.76,1601.04,1596,271.56,735.3,42798,0.334631
75541.2,49654,99703.3,55582,32354,112586,3670.8,585.48,514.92,39.99,233.1,17297.6,0.336776
80190.6,42816,122743,32149.3,20040,105137,609,282.66,335.16,93.93,207.9,8714.3,0.337849
64194.2,41938,100315,25700.6,18510,90995,2345.28,694.26,646.38,26.04,98.1,20410.5,0.338921
43005.9,32383,87034.4,18463.2,15051,80393.6,708.12,204.12,321.72,24.18,81.9,6152.52,0.339994
42068.6,27197,101372,33659.6,20381,108234,1247.4,82.32,64.68,52.08,72.9,129.8,0.339994
60295.9,36376,108631,60526.2,35073,113097,3784.2,384.72,525.42,92.07,342.9,11315.6,0.339994
47665.8,25595,122048,38315.8,17382,144463,2388.96,546,688.38,148.8,299.7,14782.4,0.342139
46185.3,30952,97790.1,28066.9,16972,108378,2073.96,460.32,418.32,21.39,146.7,15993.7,0.344284
60167.1,42995,91710.9,17430.8,14207,80407.4,146.16,99.12,26.04,52.08,79.2,1763.51,0.348574
35571.2,29464,79120.1,28703.6,22341,84200.4,256.2,224.28,243.18,-15.81,72.9,7612.18,0.349646
48075.3,31585,99751.9,18539.6,13857,87682.3,496.44,149.52,135.24,92.07,153,3150.6,0.350719
75019,43110,114044,31799.9,21082,98853.9,804.72,253.68,223.44,78.12,213.3,6202.67,0.350719
103850,67036,101526,29204.3,22833,83823,913.92,554.82,649.74,63.24,233.1,20245.3,0.351792
45332.7,31575,94091,20696.8,14635,92680.8,1088.64,230.58,221.76,51.15,118.8,8009.84,0.351792
72331.7,43911,107953,30093,19199,102723,4104.24,618.66,644.7,115.32,271.8,19821,0.352864
49438.9,31861,101693,21832.4,15265,93731.5,930.72,201.6,249.9,57.66,153,5672.85,0.353937
39361,28659,90008.8,35565.6,20259,115051,2319.24,87.78,44.94,53.94,116.1,140.42,0.355009
74123,42888,113265,42162.1,28540,96816.3,2220.96,358.26,423.36,86.49,201.6,13072.6,0.356082
51737.7,31259,108471,25466.3,17574,94967.5,1042.44,161.28,147.42,77.19,171.9,4151.24,0.356082
54339.6,37719,94414,24602.8,17595,91637.8,673.68,151.62,149.52,45.57,97.2,3256.8,0.360372
59535.7,38676,100882,34319.9,21564,104303,2281.44,365.4,371.7,86.49,146.7,13291.5,0.361444
45220.7,30283,97863,15892.8,11510,90490.9,1346.52,355.32,409.08,54.87,43.2,13111.6,0.362517
65357.6,41678,102771,25476.4,17127,97484.6,2157.12,442.68,543.48,59.52,207.9,12870.8,0.363589
73836.7,50694,95454.3,30046,20226,97354.5,3486.84,602.28,597.24,29.76,209.7,18954.9,0.365734
89944.4,62598,94165.9,25467.1,19090,87428.7,523.32,135.24,125.16,56.73,108.9,3332.32,0.365734
51504.6,36451,92601.2,20849.6,14987,91172.5,1146.6,175.98,220.5,76.26,149.4,5615.03,0.366807
58816.8,40443,95309.9,17651.8,13654,84724.3,1127.28,404.04,447.72,65.1,65.7,12096.8,0.366807
48129.9,27864,113201,19931.5,14136,92404.6,1302.84,214.2,227.22,64.17,109.8,6347.22,0.36788
68138,45585,97959.7,20682.5,15365,88216.5,1362.48,400.68,343.98,73.47,148.5,11005.3,0.371097
