"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
48869.8,31856,100538,26155.9,18652,91901.9,3188.64,415.38,507.36,54.87,98.1,17026.8,0.216997
42527.8,36232,76923.8,22915.2,17397,86323.5,2676.24,73.08,-35.7,49.29,63.9,212.4,0.216997
75106.5,57242,85989,29671.3,22106,87964.3,1781.64,406.98,424.2,38.13,85.5,18065.8,0.218025
106077,73769,94238.5,29956.1,22484,87315.5,919.8,74.76,74.76,48.36,85.5,235.41,0.22111
81195.8,60256,88310.7,21949.2,16712,86073.6,1897.56,605.64,699.72,54.87,51.3,27097.5,0.224195
62892.2,49353,83514.7,12047.3,10004,78921.5,275.52,84,84,14.88,54.9,2265.01,0.226252
81375.7,59146,90167.3,19996.2,15242,85977.6,2816.52,377.58,416.64,47.43,66.6,16801.4,0.227281
113140,69694,106390,35552.2,24366,95622.9,5508.72,1474.62,1718.64,100.44,184.5,63952.5,0.229338
96279.4,65031,97027.1,25495.7,18807,88843.8,1973.16,766.5,1069.74,48.36,33.3,39795.5,0.233451
97486.2,66656,95848.2,37735.3,27112,91215,2299.08,305.34,260.4,83.7,32.4,11299.1,0.237565
84443.1,62293,88839.3,25216.8,19353,85392.9,1844.64,234.78,355.74,43.71,85.5,11281.4,0.241679
59950.8,48222,81476,24833.8,19678,82706.8,940.8,318.36,293.16,26.97,52.2,13646.1,0.242707
117854,75193,102718,35310.2,26292,88015.1,1222.2,268.38,304.5,53.01,111.6,10720.3,0.243735
82383.7,51102,105653,36141,14135,167565,2067.24,747.6,1124.76,43.71,64.8,36824.3,0.244764
78152.2,57137,89640.4,22008,16077,89713,3181.92,832.86,988.68,45.57,63,36685,0.244764
78048.6,53813,95051.3,26477.6,18955,91545.2,3010.56,284.34,374.22,73.47,61.2,11155.7,0.245792
41903.4,25355,108309,44976.1,32283,91303.6,1826.16,903,952.14,20.46,98.1,34220,0.245792
56622.3,40617,91360.7,20527.9,14564,92372.8,4069.8,889.56,1163.4,57.66,58.5,39766,0.245792
55542.2,40871,89061,18802.6,13939,88402.6,1133.16,338.94,410.76,25.11,50.4,15447.4,0.246821
83738.2,56215,97622.8,23680.4,17743,87466.7,1176,37.8,-36.54,69.75,75.6,475.54,0.247849
44572.5,27640,105684,22097.9,16267,89027.3,2060.52,603.54,733.74,62.31,67.5,27342.4,0.247849
92409.8,63626,95183.9,22763.2,16702,89319,548.52,107.94,49.56,39.06,28.8,3109.3,0.248878
85329.3,51237,109143,64244,41609,101187,2102.52,240.66,166.32,43.71,110.7,4338.86,0.250934
75334,48870,101025,20574.1,14818,90993.8,1022.28,157.5,119.7,47.43,31.5,4435.62,0.251963
83785.1,54241,101232,37523.6,26253,93671.2,4074,948.36,1164.24,64.17,186.3,40381.4,0.252991
103084,61246,110305,38060.4,26586,93821,6318.48,653.52,845.46,68.82,135.9,30980.3,0.25402
65128,39803,107234,45019.8,33238,88766.4,1945.44,358.26,447.72,69.75,71.1,13168.2,0.25402
57159.9,31770,117911,29605,19146,101337,4431.84,519.12,620.34,53.94,105.3,22546.3,0.256076
76456.8,56511,88667.2,25492.3,18578,89927,1447.32,286.86,487.62,29.76,19.8,12565.2,0.256076
85022.7,62865,88635.1,28306.3,21805,85076,3055.08,683.34,706.86,24.18,47.7,29648.7,0.256076
69433,48579,93669.3,24984.1,18931,86490.9,2028.6,675.36,782.04,31.62,91.8,28159.5,0.257105
93685.9,63590,96552.9,27216,18498,96422.7,951.72,151.2,128.94,17.67,78.3,5511.78,0.257105
67892.3,51418,86533.7,29808.2,24190,80757,1794.24,267.12,282.24,59.52,62.1,8870.65,0.257105
72948.4,45264,105619,39044.9,27748,92217.3,1150.8,357.42,356.16,48.36,104.4,14534.6,0.258133
75561.5,56833,87132.4,28498.7,19205,97250.2,3435.6,535.08,657.3,72.54,90,23093.2,0.261219
87307.5,54746,104515,50068.2,28967,113276,2325.96,354.9,422.94,82.77,113.4,14387.1,0.261219
59914.4,46627,84211.9,19448.5,15279,83420.3,1633.8,307.86,371.7,38.13,36.9,12764.6,0.263275
63956.9,39975,104853,34980.1,24151,94921.8,1612.8,123.48,155.4,39.99,99.9,4676.93,0.263275
57150.1,34089,109871,51624.7,27140,124660,846.72,650.58,758.1,7.44,78.3,26180.1,0.264304
56821.8,33566,110942,61539.2,32119,125565,11817.1,1077.72,1346.1,39.99,208.8,45123.8,0.266361
51621.5,46217,73199.6,26182,20226,84834.4,1429.68,367.92,254.94,-9.3,44.1,14191.3,0.266361
44063.6,34719,83175,22707.7,18507,80411.4,1172.64,218.82,210.84,13.95,37.8,9555.05,0.268417
103567,65440,103719,83205.4,48856,111613,6666.24,304.08,244.02,141.36,174.6,7521.91,0.270474
129350,79238,106982,36251,25390,93570.2,7186.2,1817.34,2286.48,84.63,99.9,81421.8,0.271503
116585,74606,102412,35533.7,23534,98952,4350.36,1151.22,1657.74,98.58,155.7,59086.1,0.271503
95711.7,68479,91598.3,50911.6,35586,93759.9,2095.8,685.86,847.98,61.38,36.9,31685.9,0.271503
91873.6,58810,102381,30505.4,22394,89274.1,3552.36,1225.98,1514.94,64.17,94.5,52605.6,0.272531
64964.2,39279,108391,30193.8,21391,92505.3,1509.48,449.82,472.5,65.1,128.7,21316.1,0.272531
87822,54802,105024,28325.6,21178,87654.6,1097.88,292.74,415.38,67.89,93.6,13544.6,0.27356
98359.1,61911,104118,44951.8,28215,104411,3405.36,427.14,440.58,105.09,153.9,23800,0.27356
63600.6,39985,104242,26536.4,19277,90215.9,6011.88,701.4,820.26,47.43,96.3,29274,0.27356
73136.7,45833,104577,24060.1,16388,96217,3123.12,1138.62,1288.98,102.3,108,52678.1,0.27356
92262.8,58673,103055,37272.5,17069,143107,3052.56,1461.18,1779.54,127.41,287.1,64393.2,0.27356
87323.6,57149,100139,30882.6,17248,117342,1594.32,692.16,933.66,53.01,133.2,33035.3,0.274588
70506.1,50448,91593.1,23307.5,18956,80580.2,2281.44,350.7,501.48,38.13,53.1,17199.1,0.275616
69409.9,50960,89263.1,53348.4,40092,87205.4,5736.36,705.6,673.26,83.7,106.2,30813.3,0.275616
51925.3,37032,91892.9,13330,10227,85420.2,1196.16,802.62,894.6,15.81,12.6,31201.6,0.276645
42513.8,28098,99159.5,36140.2,21430,110522,1350.72,312.06,351.96,45.57,110.7,14321.7,0.276645
88451.3,67218,86238,17627.4,13710,84261.8,750.96,253.26,232.26,48.36,22.5,9871.29,0.276645
40839.4,26139,102393,20312.9,15435,86247.2,819.84,133.98,138.18,40.92,26.1,6097.06,0.276645
113827,72754,102534,31493.3,22674,91026.9,4177.32,32.76,-11.76,13.95,104.4,-103.25,0.277673
52521,39639,86834.1,17686.2,13903,83369.2,729.96,280.56,348.18,26.97,64.8,11303.8,0.278702
81736.2,61948,86470.3,24756.5,19239,84330.8,2726.64,598.5,749.7,40.92,90.9,26238.5,0.278702
35396.9,21890,105974,35653.8,18374,127169,673.68,302.82,276.78,5.58,63,9496.64,0.27973
93370.2,61371,99706.9,30548.3,22603,88572.9,2184.84,166.32,128.52,82.77,159.3,4770.74,0.27973
71145.2,49144,94875.7,34564.3,26623,85084.6,1616.16,262.5,278.46,51.15,103.5,9632.34,0.280759
66149.3,42415,102208,33774.7,19323,114551,859.32,322.56,388.92,83.7,127.8,8985.11,0.280759
60494,43151,91875.9,25898,20427,83088.8,1168.44,190.68,126.42,62.31,44.1,5556.03,0.281787
41902,29525,93009,35434.6,22361,103852,552.72,87.78,77.7,54.87,69.3,965.24,0.281787
58660.7,45724,84078.1,24029,17665,89146.2,1039.92,126.42,63,56.73,45,3475.69,0.282815
97554.1,67843,94236.8,26017.3,19759,86293.4,2659.44,745.5,719.46,60.45,100.8,34320.3,0.284872
81426.1,61810,86334.6,25072.3,19946,82379.4,391.44,43.26,101.22,27.9,59.4,1580.02,0.284872
65594.9,45516,94446.5,23205.8,17909,84919.2,1236.48,219.24,316.68,55.8,81.9,10168.6,0.286929
75119.8,54439,90432.4,20743.8,16215,83840,1548.12,280.98,399,38.13,42.3,14380.7,0.286929
88366.6,64798,89373,29473.9,19719,97956.4,1363.32,126.42,137.34,64.17,44.1,3194.26,0.287957
57628.2,43199,87426.1,19235.2,15163,83136.3,3521.28,357.84,443.52,41.85,69.3,22601.7,0.287957
92250.9,62753,96342.1,34359.4,15625,144114,2577.96,1129.38,1251.6,63.24,104.4,51639.2,0.288986
74236.4,50958,95473.9,28624.7,21690,86489,2512.44,780.78,763.14,15.81,65.7,32376.8,0.291043
67835.6,51118,86968.9,17425.8,13898,82171.3,926.52,157.5,133.14,-1.86,25.2,8657.07,0.291043
83838.3,64838,84740.8,42469.6,29890,93117.6,2603.16,296.1,165.9,49.29,40.5,10387.5,0.292071
93800,60651,101355,49194.6,30726,104928,3877.44,339.36,178.08,59.52,62.1,9356.81,0.292071
81326,59918,88951.2,29800.7,22711,85994.3,2618.28,740.04,1028.58,38.13,42.3,34176.9,0.2931
67359.6,50937,86665.5,19040.3,14212,87800.7,1573.32,254.1,167.16,36.27,66.6,7018.05,0.2931
71036.7,48675,95643.8,24726.2,19159,84579.5,1688.4,476.28,540.96,56.73,57.6,17746,0.296185
71423.1,48208,97095.6,18585.8,13544,89932.2,558.6,173.46,68.88,75.33,87.3,6189.1,0.296185
84616.7,58283,95146.8,45972.4,27590,109201,8916.6,661.92,770.7,94.86,154.8,21514.3,0.296185
107554,73613,95752.6,34969.2,26153,87628.2,2441.88,588.42,736.68,75.33,82.8,23248.4,0.296185
80530.1,58245,90610.7,30943.9,24057,84297.3,2635.08,586.32,650.16,67.89,72,27839.1,0.296185
105509,65943,104858,36448.4,25739,92804.1,811.44,174.72,146.16,45.57,85.5,4539.46,0.300298
106214,67259,103493,26388.6,18966,91184.4,4464.6,864.78,1030.26,84.63,155.7,42078.2,0.301327
70074.9,55871,82197,28182,22539,81944,579.6,174.72,298.2,15.81,59.4,5612.67,0.301327
50006.6,27527,119055,35310.2,19731,117282,2667.84,594.72,776.16,67.89,107.1,23960.5,0.301327
60363.8,45723,86521,13228.3,10902,79520.4,1316.28,507.78,609,60.45,18.9,20896.6,0.303384
76105.4,53111,93909.8,19782.8,15415,84105.6,3695.16,310.8,431.34,45.57,93.6,14627.3,0.303384
77490,56054,90598.1,14461.4,11974,79150.2,1894.2,693.42,961.38,-3.72,46.8,32210.5,0.304412
126958,78032,106627,32371.1,23112,91790.9,2340.24,549.78,552.72,94.86,171,22629.4,0.305441
67892.3,55386,80334.2,43705.2,35587,80486.2,674.52,83.16,47.88,39.06,62.1,893.85,0.305441
91676.9,59702,100635,27867.8,19966,91472.8,1284.36,327.18,349.02,29.76,46.8,14596.6,0.305441
58050.3,32318,117717,41705.2,26814,101931,6191.64,842.94,898.8,69.75,251.1,30562,0.306469
90942.6,60944,97794.9,33572.3,22076,99664.5,2069.76,339.78,361.2,70.68,82.8,14227.3,0.306469
138714,90661,100272,51217.3,35605,94272.7,2267.16,1317.12,1503.18,97.65,132.3,54302.4,0.307497
62479.2,42937,95363.8,32401.3,23706,89574.5,898.8,107.52,194.04,34.41,74.7,3830.87,0.307497
49045.5,26334,122057,70666.7,38538,120173,729.12,849.66,935.34,39.06,63.9,31056.4,0.308526
126061,81543,101315,76625.6,48619,103288,7904.4,1197.42,1627.08,107.88,135,52848.7,0.308526
59483.9,35248,110597,27006,19338,91522.7,1569.12,297.36,376.32,14.88,85.5,10807,0.308526
80714.9,47049,112430,28825.4,18084,104463,1933.68,226.8,291.48,78.12,71.1,8317.23,0.309554
93372.3,65031,94097.4,35936,27791,84743.4,1869,104.16,135.66,87.42,66.6,3388.37,0.309554
65389.1,45938,93285.3,24758.2,18742,86573,992.88,299.88,375.48,26.04,63.9,11897.3,0.310583
68736.5,50721,88813.6,25039.6,19021,86272.7,3318.84,612.36,715.68,65.1,89.1,26704,0.310583
95327.4,60205,103768,48430.2,29200,108696,5463.36,658.14,727.44,70.68,90,29025.6,0.311611
52224.2,29707,115211,37882.3,26070,95230.4,2955.96,521.22,634.2,44.64,141.3,20822.9,0.311611
80929.8,56693,93553.3,15550.1,12285,82954,1200.36,318.78,449.82,35.34,67.5,14486.9,0.311611
86926,53495,106492,23018.5,15975,94431.4,855.12,116.76,94.08,28.83,65.7,4993.17,0.31264
69687.8,54919,83159.9,14903.3,12259,79672.2,727.44,133.14,135.66,27.9,20.7,5724.18,0.313668
35426.3,24734,93866.7,37459.8,22775,107792,2665.32,740.46,768.18,42.78,107.1,31716.6,0.314696
64072.4,40516,103639,25833.4,18508,91474.8,5202.12,1137.36,1336.44,71.61,93.6,43887.7,0.314696
99882.3,63459,103151,42052.1,29635,92995.6,4779.6,1283.94,1705.62,97.65,223.2,56120.8,0.314696
76279.7,54906,91047.7,16916.8,13155,84276.5,1414.56,532.56,584.22,50.22,96.3,26848.5,0.315725
37410.8,28039,87440.9,19777.8,12423,104335,884.52,580.44,852.18,34.41,62.1,25788.3,0.316753
92490.3,55692,108839,29558.8,21297,90959.4,624.96,133.98,105.42,109.74,119.7,3283.94,0.31881
63625.8,48382,86184.5,18785.8,14323,85955.7,656.04,186.06,274.68,72.54,52.2,8429.92,0.322924
63051.1,49841,82906,17766,14585,79829.5,2981.16,467.46,486.36,26.97,17.1,21377.5,0.332179
73041.5,51281,93345.4,23648.5,16669,92976.8,1930.32,399,483.42,53.94,37.8,18451.1,0.33835
64159.2,43519,96618.4,25344.5,18242,91052.3,651.84,126.84,137.34,76.26,89.1,3043.81,0.344521
58027.2,45138,84249.9,23685.5,18358,84554.5,3060.12,702.66,841.26,78.12,84.6,32819.9,0.347606
73633,54527,88499.5,31278.2,24402,84003.4,1905.12,227.64,274.68,57.66,121.5,7758.5,0.351719
75923.4,55387,89835.4,12281.6,9695,83021.1,1744.68,616.14,825.72,42.78,75.6,29029.8,0.353776
77644.7,57823,88001.7,22532.2,16555,89197.7,3419.64,622.86,583.38,26.04,48.6,33625.9,0.354805
58488.5,43343,88436.5,14006.2,10818,84850,940.8,186.48,308.28,47.43,63.9,10004.6,0.35789
99725.5,66118,98847.7,45665.8,31698,94414.5,4939.2,700.56,757.68,74.4,85.5,28767.8,0.35789
95175.5,65850,94721.7,38862.6,26798,95040.6,1512,188.16,189,83.7,73.8,5147.75,0.35789
62334.3,37768,108164,26285.3,18209,94603.3,1932.84,818.16,792.12,86.49,120.6,31798.6,0.358918
76515.6,55704,90020.9,20862.2,13573,100731,1425.48,445.62,742.14,47.43,27.9,22361,0.360975
51197.3,34200,98107.2,33778.9,24257,91261.7,7940.52,406.56,465.78,59.52,133.2,15245.6,0.360975
70842.8,53742,86389.7,16050.7,12890,81605.9,323.4,302.82,468.72,55.8,10.8,12204.1,0.360975
100460,61979,106225,28502.9,19222,97178.5,2137.8,703.08,796.32,92.07,107.1,32570.9,0.363032
93736.3,65156,94283,42188.2,30796,89779.3,3616.2,556.08,488.46,66.03,94.5,19637.6,0.363032
48359.5,35095,90306,16897.4,13383,82746.1,773.64,157.92,192.78,12.09,26.1,5934.81,0.363032
64654.8,49195,86131.1,17320.8,13839,82024.4,1114.68,199.92,137.34,38.13,65.7,8918.44,0.364061
70373.1,51913,88840.4,28465.1,22324,83564.2,1005.48,236.88,171.36,40.92,72,7395.65,0.367146
78504.3,52928,97204.8,42036.1,28056,98192.1,5432.28,463.26,522.48,82.77,118.8,17536.6,0.369203
94835.3,67995,91405.6,26148.4,19583,87507.5,916.44,124.32,36.54,53.94,66.6,3091.6,0.369203
73086.3,51722,92606.3,32872.6,22329,96481.5,3102.12,402.36,509.46,83.7,81.9,18390.9,0.370231
