date,tube_number,tube_id,expt,cell_bkgd,recombined_construct,plate_well,pseudovirus_env,pseudovirus_vec,pseudovirus_inoc,cell_number,live_singlets,pct_grn,pct_red,pct_grn_gvn_red,pct_nir,pct_grn_gvn_nir,mfi_grn,mfi_grn_gvn_red,comment
200729,1,Tube_001,Two_color,G542Ac3,G752A/G758A,24-well,VSVG,G699A,20,24-well,146401,NA,29.923293,3.704803,60.140983,3.642373,NA,NA,NA
200729,2,Tube_002,Two_color,G542Ac3,G752A/G758A,24-well,SARS1,G699A,150,24-well,165045,NA,31.143627,0,59.297161,2.428806,NA,NA,too_low
200729,3,Tube_003,Two_color,G542Ac3,G752A/G758A,24-well,SARS1,G699A,1250,24-well,48471,NA,31.094881,0.252123,54.463494,68.593507,NA,NA,NA
200729,4,Tube_004,Two_color,G542Ac3,G752A/G758A,24-well,SARS2,G699A,1400,24-well,54408,NA,27.931554,0,52.859874,0.351182,NA,NA,too_low
200729,5,Tube_005,Two_color,G542Ac3,G752A/G758A,24-well,WIV1,G699A,1400,24-well,41217,NA,26.981585,0,52.60936,0.308984,NA,NA,too_low
200729,6,Tube_006,Two_color,G542Ac3,G752A/G758A,24-well,NL63,G699A,1400,24-well,46803,NA,28.299468,0.0151,52.402624,0.004077,NA,NA,NA
200729,7,Tube_007,Two_color,G542Ac3,G752A/G758A,24-well,MERS,G699A,1400,24-well,66454,NA,29.333073,0,50.499594,0.00298,NA,NA,too_low
200729,8,Tube_008,Two_color,G542Ac3,G752A/G758A,24-well,HKU4,G699A,1400,24-well,66501,NA,28.560473,0,51.52103,0.002919,NA,NA,too_low
200729,9,Tube_009,Two_color,G542Ac3,G752A/G758A,24-well,ZdM,G699A,1400,24-well,75512,NA,30.803051,1.05331,50.00927,0.662024,NA,NA,NA
200729,10,Tube_010,Two_color,G542Ac3,G752A/G758A,24-well,Marb,G699A,150,24-well,157107,NA,30.850949,0.843838,59.601418,0.873577,NA,NA,NA
200729,11,Tube_011,Two_color,G542Ac3,G752A/G758A,24-well,Marb,G699A,1250,24-well,64150,NA,27.956352,9.534962,54.654716,7.244517,NA,NA,NA
200729,12,Tube_012,Two_color,G542Ac3,G752A/G758A,24-well,LFV,G699A,1400,24-well,40861,NA,27.064927,2.667511,54.325641,2.216416,NA,NA,NA
200729,13,Tube_013,Two_color,G542Ac3,G752A/G758A,24-well,LCMV,G699A,1400,24-well,57213,NA,29.916278,6.263146,50.180903,5.23511,NA,NA,NA
200729,14,Tube_014,Two_color,G542Ac3,G752A/G758A,24-well,Junin,G699A,1400,24-well,60060,NA,29.7336,0.279987,51.565102,0.264772,NA,NA,NA
200729,15,Tube_015,Two_color,G542Ac3,G752A/G758A,24-well,G740D,G699A,1400,24-well,78684,NA,29.654059,0.017143,51.370037,10.771895,NA,NA,NA
200729,16,Tube_016,Two_color,G542Ac3,G752A/G758A,24-well,G764B,G699A,150,24-well,146482,NA,30.162068,0.011317,59.780724,1.169377,NA,NA,NA
200729,17,Tube_017,Two_color,G542Ac3,G752A/G758A,24-well,G764B,G699A,1250,24-well,67065,NA,30.561396,0.112217,54.737941,44.728957,NA,NA,NA
200729,18,Tube_018,Two_color,G542Ac3,G752A/G758A,24-well,G776C,G699A,1400,24-well,60489,NA,28.211741,0.00586,52.794723,0.003131,NA,NA,NA
200729,19,Tube_019,Two_color,G542Ac3,G752A/G758A,24-well,G778B,G699A,1400,24-well,59073,NA,29.209622,0.011591,51.651347,0.022942,NA,NA,NA
200729,20,Tube_020,Two_color,G542Ac3,G752A/G758A,24-well,G730E,G699A,150,24-well,160417,NA,31.12887,0,59.287357,0.407962,NA,NA,too_low
200729,21,Tube_021,Two_color,G542Ac3,G752A/G758A,24-well,G730E,G699A,1250,24-well,44857,NA,28.762512,0.007751,53.215775,4.067697,NA,NA,NA
200729,22,Tube_022,Two_color,G542Ac3,G752A/G758A,24-well,G746B,G699A,150,24-well,90174,NA,30.66405,0.003617,60.288997,1.245286,NA,NA,NA
200729,23,Tube_023,Two_color,G542Ac3,G752A/G758A,24-well,G746B,G699A,1250,24-well,63766,NA,30.342189,0.015505,51.55412,9.396484,NA,NA,NA
200729,24,Tube_023,Two_color,G542Ac3,G752A/G758A,24-well,G769B,G699A,1400,24-well,72851,NA,29.549354,0.018581,51.318444,4.608677,NA,NA,NA
