date,tube_number,tube_id,expt,cell_bkgd,recombined_construct,plate_well,pseudovirus_env,pseudovirus_vec,pseudovirus_inoc,cell_number,live_singlets,pct_grn,pct_red,pct_grn_gvn_red,pct_nir,pct_grn_gvn_nir,mfi_grn,mfi_grn_gvn_red,comment
200728,1,Tube_001,Two_color,G542Ac3,G752A/G758A,24-well,VSVG,G699A,20,24-well,127396,NA,20.230619,1.27653,63.031806,1.146949,NA,NA,
200728,2,Tube_002,Two_color,G542Ac3,G752A/G758A,24-well,SARS1,G699A,150,24-well,117300,NA,20.616368,0.016541,62.970162,7.095473,NA,NA,
200728,3,Tube_003,Two_color,G542Ac3,G752A/G758A,24-well,SARS1,G699A,1250,24-well,58657,NA,29.433827,0.631335,49.656477,77.965462,NA,NA,too_high
200728,4,Tube_004,Two_color,G542Ac3,G752A/G758A,24-well,SARS2,G699A,1400,24-well,85013,NA,21.160293,0.16121,59.330926,6.516783,NA,NA,
200728,5,Tube_005,Two_color,G542Ac3,G752A/G758A,24-well,WIV1,G699A,1400,24-well,95367,NA,20.588883,0.269926,59.957847,1.740119,NA,NA,
200728,6,Tube_006,Two_color,G542Ac3,G752A/G758A,24-well,NL63,G699A,1400,24-well,87187,NA,20.062624,0.440201,59.61898,0.182763,NA,NA,
200728,7,Tube_007,Two_color,G542Ac3,G752A/G758A,24-well,MERS,G699A,1400,24-well,87164,NA,20.38571,0.35455,60.200312,0.118156,NA,NA,
200728,8,Tube_008,Two_color,G542Ac3,G752A/G758A,24-well,HKU4,G699A,1400,24-well,79378,NA,20.666935,0.512039,58.309607,0.12099,NA,NA,
200728,9,Tube_009,Two_color,G542Ac3,G752A/G758A,24-well,ZdM,G699A,1400,24-well,84092,NA,20.787947,1.26423,59.175665,1.057031,NA,NA,
200728,10,Tube_010,Two_color,G542Ac3,G752A/G758A,24-well,Marb,G699A,150,24-well,104212,NA,19.821134,0.982765,63.678847,0.965929,NA,NA,
200728,11,Tube_011,Two_color,G542Ac3,G752A/G758A,24-well,Marb,G699A,1250,24-well,79856,NA,20.434282,13.488173,60.321078,11.486402,NA,NA,
200728,12,Tube_012,Two_color,G542Ac3,G752A/G758A,24-well,LFV,G699A,1400,24-well,79812,NA,20.064652,10.684401,59.491054,8.611866,NA,NA,
200728,13,Tube_013,Two_color,G542Ac3,G752A/G758A,24-well,LCMV,G699A,150,24-well,108166,NA,19.936024,1.674086,63.066953,1.329581,NA,NA,
200728,14,Tube_014,Two_color,G542Ac3,G752A/G758A,24-well,LCMV,G699A,1250,24-well,79388,NA,20.607649,21.246944,60.012848,18.189451,NA,NA,
200728,15,Tube_015,Two_color,G542Ac3,G752A/G758A,24-well,Junin,G699A,1400,24-well,78268,NA,20.446415,0.931075,56.8291,0.299018,NA,NA,
200728,16,Tube_016,Two_color,G542Ac3,G752A/G758A,24-well,G740D,G699A,1400,24-well,41227,NA,35.927911,3.078585,28.820918,31.307861,NA,NA,
200728,17,Tube_017,Two_color,G542Ac3,G752A/G758A,24-well,G764B,G699A,150,24-well,97938,NA,19.322428,0.026421,64.390737,6.73295,NA,NA,
200728,18,Tube_018,Two_color,G542Ac3,G752A/G758A,24-well,G764B,G699A,1250,24-well,72883,NA,25.55054,0.381269,54.238986,63.694316,NA,NA,
200728,19,Tube_019,Two_color,G542Ac3,G752A/G758A,24-well,G776C,G699A,1400,24-well,38628,NA,44.304649,3.564333,17.474371,29.644444,NA,NA,
200728,20,Tube_020,Two_color,G542Ac3,G752A/G758A,24-well,G778B,G699A,1400,24-well,87535,NA,21.822128,0.513035,56.016451,0.950361,NA,NA,
200728,21,Tube_021,Two_color,G542Ac3,G752A/G758A,24-well,G730E,G699A,1400,24-well,86318,NA,21.019949,0.071649,58.855627,19.918115,NA,NA,
200728,22,Tube_022,Two_color,G542Ac3,G752A/G758A,24-well,G746B,G699A,1400,24-well,83276,NA,21.257025,0.045193,58.369758,13.658246,NA,NA,
200728,23,Tube_023,Two_color,G542Ac3,G752A/G758A,24-well,G769B,G699A,1400,24-well,75920,NA,21.256586,0.037179,59.205743,20.527709,NA,NA,
200728,24,Tube_024,Two_color,G542Ac3,G752A/G758A,24-well,VSVG,G699A,40,24-well,119188,NA,20.799074,3.231142,62.857838,2.819045,NA,NA,
200728,25,Tube_025,misc,G542Ac3,G727B,10cm,NA,NA,NA,10cm,NA,NA,NA,NA,NA,NA,NA,NA,
200728,26,Tube_026,LLP2,G542Ac3,G446 tdxn,10cm,NA,NA,NA,10cm,NA,NA,NA,NA,NA,NA,NA,NA,
