date,tube_number,tube_id,expt,cell_bkgd,recombined_construct,plate_well,pseudovirus_env,pseudovirus_vec,pseudovirus_inoc,cell_number,live_singlets,pct_grn,pct_red,pct_grn_gvn_red,pct_nir,pct_grn_gvn_nir,mfi_grn,mfi_grn_gvn_red,pct_grn_gvn_nir,comment
200713,1,Sample,Kozaks,HEK G542Ac3,G758A,48-well,SARS2,G70C,1000,NA,33083,0.090681,75.875827,0.071707,NA,NA,NA,NA,NA,
200713,2,Sample1,Kozaks,HEK G542Ac3,G698C,48-well,SARS2,G70C,1000,NA,54801,2.801044,21.806171,3.866109,NA,NA,NA,NA,NA,
200713,3,Sample2,Kozaks,HEK G542Ac3,G734A,48-well,SARS2,G70C,1000,NA,53360,1.735382,27.678036,2.227639,NA,NA,NA,NA,NA,
200713,4,Sample3,Kozaks,HEK G542Ac3,G735A,48-well,SARS2,G70C,1000,NA,45189,2.325787,21.341477,3.245541,NA,NA,NA,NA,NA,
200713,5,Sample4,Kozaks,HEK G542Ac3,G755A,48-well,SARS2,G70C,1000,NA,40736,0.208661,10.155636,0.435098,NA,NA,NA,NA,NA,
200713,6,Sample5,Kozaks,HEK G542Ac3,G756A,48-well,SARS2,G70C,1000,NA,42217,0.262927,4.886657,0.678623,NA,NA,NA,NA,NA,
200713,7,Sample6,Kozaks,HEK G542Ac3,G757A,48-well,SARS2,G70C,1000,NA,38653,0.085375,10.462319,0.148368,NA,NA,NA,NA,NA,
200713,8,Sample7,Kozaks,HEK G542Ac3,G758A,48-well,SARS1,G70C,450,NA,27374,0.113246,73.650179,0.084321,NA,NA,NA,NA,NA,
200713,9,Sample8,Kozaks,HEK G542Ac3,G698C,48-well,SARS1,G70C,450,NA,54681,44.115872,22.055193,50.008292,NA,NA,NA,NA,NA,
200713,10,Sample9,Kozaks,HEK G542Ac3,G734A,48-well,SARS1,G70C,450,NA,40942,38.530116,27.661082,44.538631,NA,NA,NA,NA,NA,
200713,11,Sample10,Kozaks,HEK G542Ac3,G735A,48-well,SARS1,G70C,450,NA,45353,36.941327,21.475977,44.620123,NA,NA,NA,NA,NA,
200713,12,Sample11,Kozaks,HEK G542Ac3,G755A,48-well,SARS1,G70C,450,NA,37050,0.491228,9.835358,1.097695,NA,NA,NA,NA,NA,
200713,13,Sample12,Kozaks,HEK G542Ac3,G756A,48-well,SARS1,G70C,450,NA,39445,0.22056,4.958803,0.408998,NA,NA,NA,NA,NA,
200713,14,Sample13,Kozaks,HEK G542Ac3,G757A,48-well,SARS1,G70C,450,NA,35856,0.198014,10.218652,0.409389,NA,NA,NA,NA,NA,
200713,15,Sample14,Kozaks,HEK G542Ac3,G758A,48-well,VSVG,G70C,5,NA,39120,1.54908,61.418712,1.664794,NA,NA,NA,NA,NA,
200713,16,Sample15,Kozaks,HEK G542Ac3,G698C,48-well,VSVG,G70C,5,NA,72415,0.932127,18.675689,1.19787,NA,NA,NA,NA,NA,
200713,17,Sample16,Kozaks,HEK G542Ac3,G734A,48-well,VSVG,G70C,5,NA,59718,0.998024,23.334673,0.932903,NA,NA,NA,NA,NA,
200713,18,Sample17,Kozaks,HEK G542Ac3,G735A,48-well,VSVG,G70C,5,NA,59590,1.173016,17.105219,1.216521,NA,NA,NA,NA,NA,
200713,19,Sample18,Kozaks,HEK G542Ac3,G755A,48-well,VSVG,G70C,5,NA,53237,1.130792,6.850499,1.179051,NA,NA,NA,NA,NA,
200713,20,Sample19,Kozaks,HEK G542Ac3,G756A,48-well,VSVG,G70C,5,NA,41739,1.358442,3.493136,1.303155,NA,NA,NA,NA,NA,
200713,21,Sample20,Kozaks,HEK G542Ac3,G757A,48-well,VSVG,G70C,5,NA,49656,1.323103,6.959884,1.533565,NA,NA,NA,NA,NA,
200713,22,Sample21,Constructs,HEK_G542Ac3,None,Dox,SARS2,G70C,1000,NA,68400,0.048246,0.01462,0,NA,NA,NA,NA,NA,
200713,23,Sample22,Constructs,HEK_G542Ac3,G627B,Dox,SARS2,G70C,1000,NA,87283,0.341418,63.444199,0.455071,NA,NA,NA,NA,NA,
200713,24,Sample23,Constructs,HEK_G542Ac3,G698C,Dox,SARS2,G70C,1000,NA,101200,0.363636,32.556324,0.473488,NA,NA,NA,NA,NA,
200713,25,Sample24,Constructs,HEK_G542Ac3,G714C,Dox,SARS2,G70C,1000,NA,82175,0.40645,52.306663,0.500198,NA,NA,NA,NA,NA,
200713,26,Sample25,Constructs,HEK_G542Ac3,G719B,Dox,SARS2,G70C,1000,NA,80913,0.438743,79.647275,0.479479,NA,NA,NA,NA,NA,
200713,27,Sample26,Constructs,HEK_G542Ac3,None,Dox,SARS1,G70C,250,NA,50748,0.027587,0.390163,0,NA,NA,NA,NA,NA,
200713,28,Sample27,Constructs,HEK_G542Ac3,G627B,Dox,SARS1,G70C,250,NA,84677,1.496274,63.767021,1.976072,NA,NA,NA,NA,NA,
200713,29,Sample28,Constructs,HEK_G542Ac3,G698C,Dox,SARS1,G70C,250,NA,81566,1.543535,43.016698,1.855388,NA,NA,NA,NA,NA,
200713,30,Sample29,Constructs,HEK_G542Ac3,G714C,Dox,SARS1,G70C,250,NA,86380,1.3348,56.685575,1.605228,NA,NA,NA,NA,NA,
200713,31,Sample30,Constructs,HEK_G542Ac3,G719B,Dox,SARS1,G70C,250,NA,82806,1.881506,80.073908,2.073719,NA,NA,NA,NA,NA,
200713,32,Sample31,Constructs,HEK_G542Ac3,None,Dox,VSVG,G70C,5,NA,74948,3.006084,0.232161,0.574713,NA,NA,NA,NA,NA,
200713,33,Sample32,Constructs,HEK_G542Ac3,G627B,Dox,VSVG,G70C,5,NA,121469,2.805654,71.081511,2.926733,NA,NA,NA,NA,NA,
200713,34,Sample33,Constructs,HEK_G542Ac3,G698C,Dox,VSVG,G70C,5,NA,154668,2.110327,37.954845,2.388253,NA,NA,NA,NA,NA,
200713,35,Sample34,Constructs,HEK_G542Ac3,G714C,Dox,VSVG,G70C,5,NA,112640,2.192827,65.265447,2.485207,NA,NA,NA,NA,NA,
200713,36,Sample35,Constructs,HEK_G542Ac3,G719B,Dox,VSVG,G70C,5,NA,162029,1.939159,91.890958,2.008194,NA,NA,NA,NA,NA,
200713,37,Sample36,Envelopes,HEK_G542Ac3,G698C,24-well,SARS1,G699A,1400,NA,127421,63.553103,50.818939,81.624301,NA,NA,NA,NA,NA,
200713,38,Sample37,Envelopes,HEK_G542Ac3,G698C,24-well,G740D,G699A,1400,NA,115872,26.852044,43.6473,42.463668,NA,NA,NA,NA,NA,
200713,39,Sample38,Envelopes,HEK_G542Ac3,G698C,24-well,G764B,G699A,1400,NA,120562,54.435062,47.542343,75.126487,NA,NA,NA,NA,NA,
200713,40,Sample39,Envelopes,HEK_G542Ac3,G698C,24-well,G776C,G699A,1400,NA,131819,0.249585,41.119262,0.343154,NA,NA,NA,NA,NA,
200713,41,Sample40,Envelopes,HEK_G542Ac3,G698C,24-well,G777A,G699A,1400,NA,111784,0.016102,40.544264,0.015445,NA,NA,NA,NA,NA,
200713,42,Sample41,Envelopes,HEK G542Ac3,G698C,24-well,G778B,G699A,1400,NA,130299,0.994635,42.048673,2.08071,NA,NA,NA,NA,NA,
200709,48,Sample47,Constructs,HEK G542Ac3,none,Dox,SARS2,G70C,650,NA,78.63805,0.142477,0.044408,4.166667,NA,NA,NA,NA,NA,
200709,49,Sample48,Constructs,HEK G542Ac3,G627B,Dox,SARS2,G70C,650,NA,76.245138,0.48996,84.209629,0.484248,NA,NA,NA,NA,NA,
200709,50,Sample49,Constructs,HEK G542Ac3,G698C,Dox,SARS2,G70C,650,NA,74.428308,0.280961,59.278824,0.353835,NA,NA,NA,NA,NA,
200709,51,Sample50,Constructs,HEK G542Ac3,G714C,Dox,SARS2,G70C,650,NA,75.995803,0.345176,87.054591,0.376679,NA,NA,NA,NA,NA,
200709,52,Sample51,Constructs,HEK G542Ac3,G719B,Dox,SARS2,G70C,650,NA,74.159106,0.247129,97.15863,0.273338,NA,NA,NA,NA,NA,
200709,53,Sample52,Constructs,HEK G542Ac3,none,Dox,SARS1,G70C,300,NA,80.989776,0.192051,0.571469,1.229508,NA,NA,NA,NA,NA,
200709,54,Sample53,Constructs,HEK G542Ac3,G627B,Dox,SARS1,G70C,300,NA,81.984083,6.747259,85.177529,7.604939,NA,NA,NA,NA,NA,
200709,55,Sample54,Constructs,HEK G542Ac3,G698C,Dox,SARS1,G70C,300,NA,78.809568,9.919496,53.109163,11.816243,NA,NA,NA,NA,NA,
200709,56,Sample55,Constructs,HEK G542Ac3,G714C,Dox,SARS1,G70C,300,NA,77.755118,7.861036,89.680284,8.40781,NA,NA,NA,NA,NA,
200709,57,Sample56,Constructs,HEK G542Ac3,G719B,Dox,SARS1,G70C,300,NA,77.68564,13.189873,97.944706,13.632012,NA,NA,NA,NA,NA,
200709,58,Sample57,Constructs,HEK G542Ac3,none,Dox,VSVG,G70C,5,NA,79.678738,2.249219,1.208778,11.073826,NA,NA,NA,NA,NA,
200709,59,Sample58,Constructs,HEK G542Ac3,G627B,Dox,VSVG,G70C,5,NA,81.842343,2.110006,88.011187,2.160864,NA,NA,NA,NA,NA,
200709,60,Sample59,Constructs,HEK G542Ac3,G698C,Dox,VSVG,G70C,5,NA,77.932202,1.946297,52.961756,2.139127,NA,NA,NA,NA,NA,
200709,61,Sample60,Constructs,HEK G542Ac3,G714C,Dox,VSVG,G70C,5,NA,79.237907,2.594538,92.856314,2.742573,NA,NA,NA,NA,NA,
200709,62,Sample61,Constructs,HEK G542Ac3,G719B,Dox,VSVG,G70C,5,NA,78.298295,1.463342,98.652382,1.511712,NA,NA,NA,NA,NA,
