date,tube_number,tube_id,expt,cell_bkgd,recombined_construct,plate_well,pseudovirus_env,pseudovirus_vec,pseudovirus_inoc,cell_number,live_singlets,pct_grn,pct_red,pct_grn_gvn_red,pct_nir,pct_grn_gvn_nir,mfi_grn,mfi_grn_gvn_red,comment
200727,17,Tube_017,Two_color,G542Ac3,G752A/G758A,24-well,VSVG,G699A,20,24-well,162219,NA,25.218994,1.014422,65.897336,0.921439,NA,NA,
200727,18,Tube_018,Two_color,G542Ac3,G752A/G758A,24-well,SARS1,G699A,150,24-well,177278,NA,26.259886,0.01074,65.331288,4.62018,NA,NA,
200727,19,Tube_019,Two_color,G542Ac3,G752A/G758A,24-well,SARS1,G699A,1250,24-well,129563,NA,28.121454,0.104295,63.7026,46.403344,NA,NA,
200727,20,Tube_020,Two_color,G542Ac3,G752A/G758A,24-well,SARS2,G699A,1400,24-well,144592,NA,27.972502,0.002472,62.808454,0.697014,NA,NA,
200727,21,Tube_021,Two_color,G542Ac3,G752A/G758A,24-well,WIV1,G699A,1400,24-well,122534,NA,27.60948,0.014779,63.477892,0.734103,NA,NA,
200727,22,Tube_022,Two_color,G542Ac3,G752A/G758A,24-well,NL63,G699A,1400,24-well,168668,NA,28.60175,0.070478,62.211564,0.081006,NA,NA,
200727,23,Tube_023,Two_color,G542Ac3,G752A/G758A,24-well,MERS,G699A,1400,24-well,167611,NA,28.259482,0.038002,63.065073,0.04068,NA,NA,
200727,24,Tube_024,Two_color,G542Ac3,G752A/G758A,24-well,HKU4,G699A,1400,24-well,136825,NA,26.720263,0.038293,64.58615,0.033948,NA,NA,
200727,25,Tube_025,Two_color,G542Ac3,G752A/G758A,24-well,ZdM,G699A,150,24-well,174196,NA,26.233668,0.030636,65.041103,0.037953,NA,NA,
200727,26,Tube_026,Two_color,G542Ac3,G752A/G758A,24-well,ZdM,G699A,1250,24-well,118591,NA,25.629264,1.121932,66.171126,1.062786,NA,NA,
200727,27,Tube_027,Two_color,G542Ac3,G752A/G758A,24-well,Marb,G699A,150,24-well,178701,NA,26.520277,0.291188,65.030414,0.239222,NA,NA,
200727,28,Tube_028,Two_color,G542Ac3,G752A/G758A,24-well,Marb,G699A,1250,24-well,150032,NA,27.704756,13.301737,63.701744,10.294749,NA,NA,
200727,29,Tube_029,Two_color,G542Ac3,G752A/G758A,24-well,LFV,G699A,1400,24-well,163996,NA,28.418376,2.489003,61.814313,2.235309,NA,NA,
200727,30,Tube_030,Two_color,G542Ac3,G752A/G758A,24-well,LCMV,G699A,150,24-well,186384,NA,26.611726,2.731855,64.839257,1.638395,NA,NA,
200727,31,Tube_031,Two_color,G542Ac3,G752A/G758A,24-well,LCMV,G699A,1250,24-well,143910,NA,27.179487,27.915836,64.501425,21.945833,NA,NA,
200727,32,Tube_032,Two_color,G542Ac3,G752A/G758A,24-well,Junin,G699A,1400,24-well,144636,NA,27.459277,0.110787,63.728947,0.117168,NA,NA,
200727,33,Tube_033,Two_color,G542Ac3,G752A/G758A,24-well,G740D,G699A,1400,24-well,142225,NA,28.219371,0.007475,62.652136,9.110395,NA,NA,
200727,34,Tube_034,Two_color,G542Ac3,G752A/G758A,24-well,G764B,G699A,150,24-well,188766,NA,27.344967,0.011624,63.728108,3.529598,NA,NA,
200727,35,Tube_035,Two_color,G542Ac3,G752A/G758A,24-well,G764B,G699A,1250,24-well,154304,NA,29.601307,0.091952,61.453365,48.471395,NA,NA,
200727,36,Tube_036,Two_color,G542Ac3,G752A/G758A,24-well,G776C,G699A,1400,24-well,135626,NA,24.907466,0.029602,62.005073,0.048754,NA,NA,
200727,37,Tube_037,Two_color,G542Ac3,G752A/G758A,24-well,G778B,G699A,1400,24-well,158569,NA,28.154936,0.040318,63.057092,0.049005,NA,NA,
200727,38,Tube_038,Two_color,G542Ac3,G752A/G758A,24-well,G730E,G699A,1400,24-well,144067,NA,27.814836,0.024955,63.459363,6.587986,NA,NA,
200727,39,Tube_039,Two_color,G542Ac3,G752A/G758A,24-well,G746B,G699A,1400,24-well,157462,NA,29.142904,0.013075,61.612961,10.875414,NA,NA,
200727,40,Tube_040,Two_color,G542Ac3,G752A/G758A,24-well,G769B,G699A,1400,24-well,151026,NA,27.831632,0.009516,62.617695,4.028804,NA,NA,
