date,tube_number,tube_id,expt,cell_bkgd,recombined_construct,plate_well,pseudovirus_env,pseudovirus_vec,pseudovirus_inoc,cell_number,live_singlets,pct_grn,pct_red,pct_grn_gvn_red,pct_nir,pct_grn_gvn_nir,mfi_grn,mfi_grn_gvn_red,comment
200710,1,Sample,Kozaks,G542Ac3,G758A,48-well,SARS2,G70C,1000,NA,48793,0.092226,83.792757,0.066039,NA,NA,NA,NA,NA
200710,2,Sample1,Kozaks,G542Ac3,G698C,48-well,SARS2,G70C,1000,NA,78449,13.880355,19.851113,18.525653,NA,NA,NA,NA,NA
200710,3,Sample2,Kozaks,G542Ac3,G734A,48-well,SARS2,G70C,1000,NA,70801,5.717433,24.122541,7.851748,NA,NA,NA,NA,NA
200710,4,Sample3,Kozaks,G542Ac3,G735A,48-well,SARS2,G70C,1000,NA,69790,11.961599,17.170082,16.949011,NA,NA,NA,NA,NA
200710,5,Sample4,Kozaks,G542Ac3,G755A,48-well,SARS2,G70C,1000,NA,58882,0.424578,10.578785,0.561888,NA,NA,NA,NA,NA
200710,6,Sample5,Kozaks,G542Ac3,G756A,48-well,SARS2,G70C,1000,NA,60400,0.173841,4.874172,0.407609,NA,NA,NA,NA,NA
200710,7,Sample6,Kozaks,G542Ac3,G757A,48-well,SARS2,G70C,1000,NA,57195,0.075181,9.883731,0.088449,NA,NA,NA,NA,NA
200710,8,Sample7,Kozaks,G542Ac3,G758A,48-well,SARS1,G70C,400,NA,40574,0.125696,83.610194,0.120858,NA,NA,NA,NA,NA
200710,9,Sample8,Kozaks,G542Ac3,G698C,48-well,SARS1,G70C,400,NA,64354,49.898996,17.4892,56.712572,NA,NA,NA,NA,NA
200710,10,Sample9,Kozaks,G542Ac3,G734A,48-well,SARS1,G70C,400,NA,70397,46.781823,19.88437,54.400629,NA,NA,NA,NA,NA
200710,11,Sample10,Kozaks,G542Ac3,G735A,48-well,SARS1,G70C,400,NA,75970,51.288667,13.775174,60.401338,NA,NA,NA,NA,NA
200710,12,Sample11,Kozaks,G542Ac3,G755A,48-well,SARS1,G70C,400,NA,51940,3.199846,9.202926,6.422594,NA,NA,NA,NA,NA
200710,13,Sample12,Kozaks,G542Ac3,G756A,48-well,SARS1,G70C,400,NA,58545,1.371594,4.432488,3.930636,NA,NA,NA,NA,NA
200710,14,Sample13,Kozaks,G542Ac3,G757A,48-well,SARS1,G70C,400,NA,61707,1.116567,9.128624,2.73389,NA,NA,NA,NA,NA
200710,15,Sample14,Kozaks,G542Ac3,G758A,48-well,VSVG,G70C,5,NA,65657,1.477375,70.414426,1.594134,NA,NA,NA,NA,NA
200710,16,Sample15,Kozaks,G542Ac3,G698C,48-well,VSVG,G70C,5,NA,111906,1.167051,20.153522,1.3302,NA,NA,NA,NA,NA
200710,17,Sample16,Kozaks,G542Ac3,G734A,48-well,VSVG,G70C,5,NA,99106,1.252195,24.045971,1.443498,NA,NA,NA,NA,NA
200710,18,Sample17,Kozaks,G542Ac3,G735A,48-well,VSVG,G70C,5,NA,94811,1.196064,18.372341,1.458178,NA,NA,NA,NA,NA
200710,19,Sample18,Kozaks,G542Ac3,G755A,48-well,VSVG,G70C,5,NA,64310,1.284404,8.0283,1.64633,NA,NA,NA,NA,NA
200710,20,Sample19,Kozaks,G542Ac3,G756A,48-well,VSVG,G70C,5,NA,67092,1.325046,4.593692,1.719663,NA,NA,NA,NA,NA
200710,21,Sample20,Kozaks,G542Ac3,G757A,48-well,VSVG,G70C,5,NA,74100,1.388664,7.928475,1.6,NA,NA,NA,NA,NA
200710,22,Sample21,Two_color,G542Ac3,G752A/G758A,24-well,None,G70C,NA,NA,59783,NA,45.359049,0,36.368198,0,NA,NA,NA
200710,23,Sample22,Two_color,G542Ac3,G752A/G758A,24-well,VSVG,G70C,NA,NA,74703,NA,46.651406,0.866571,35.155215,0.590206,NA,NA,NA
200710,24,Sample23,Two_color,G542Ac3,G752A/G758A,24-well,SARS2,G70C,NA,NA,51684,NA,42.223899,0.068735,37.411965,0.724038,NA,NA,NA
200710,25,Sample24,Two_color,G542Ac3,G752A/G758A,24-well,SARS2,G70C,NA,NA,30389,NA,43.58814,0.158538,35.443746,1.429765,NA,NA,NA
200710,26,Sample25,Two_color,G542Ac3,G752A/G758A,24-well,WIV1,G70C,NA,NA,42925,NA,46.825859,0.074627,31.80431,5.662174,NA,NA,NA
200710,27,Sample26,Two_color,G542Ac3,G752A/G758A,24-well,WIV1,G70C,NA,NA,38695,NA,49.417237,0.151658,27.90283,8.104103,NA,NA,NA
200710,28,Sample27,Two_color,G542Ac3,G752A/G758A,24-well,SARS1,G70C,NA,NA,27268,NA,47.205516,0.769111,31.788177,36.017536,NA,NA,NA
200710,29,Sample28,Testing,G542Ac3,G761A,6-well,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200710,30,Sample29,Testing,G542Ac3,G762B,6-well,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200710,31,Sample30,Staining,G542Ac3,None,6-well,NA,G691A_Supe,Dox,NA,7434,NA,10.344364,NA,NA,,38.551178,42.81493,45min_staining
200710,32,Sample31,Staining,G542Ac3,G627B,6-well,NA,G691A_Supe,Dox,NA,60279,NA,53.86453,NA,NA,,427.143463,878.188599,45min_staining
200710,33,Sample32,Staining,G542Ac3,G698C,6-well,NA,G691A_Supe,Dox,NA,63420,NA,42.609587,NA,NA,,734.409302,1203.111328,45min_staining
200710,34,Sample33,Staining,G542Ac3,G714C,6-well,NA,G691A_Supe,Dox,NA,54130,NA,47.624238,NA,NA,,976.345459,1469.734741,45min_staining
200710,35,Sample34,Staining,G542Ac3,G719B,6-well,NA,G691A_Supe,Dox,NA,69190,NA,75.640989,NA,NA,,518.799377,672.002136,45min_staining
200710,36,Sample35,Apobecs,G416E/G446,G274A/G749A,6-well,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200710,37,Sample36,Apobecs,G416E/G446,G274A/G750A,6-well,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200710,38,Sample37,Apobecs,G416E/G446,G274A/G751A,6-well,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200710,39,Sample38,Apobecs,G416E/G446,G333B/G749A,6-well,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200710,40,Sample39,Apobecs,G416E/G446,G333B/G750A,6-well,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200710,41,Sample40,Apobecs,G416E/G446,G333B/G751A,6-well,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
