date,tube_number,tube_id,expt,cell_bkgd,recombined_construct,plate_well,pseudovirus_env,pseudovirus_vec,pseudovirus_inoc,cell_number,live_singlets,pct_grn,pct_red,pct_grn_gvn_red,pct_nir,pct_grn_gvn_nir,mfi_grn,mfi_grn_gvn_red,comment
200724,1,Tube_001,Staining,G542Ac3,None,24-well,None,None,No_dox,No_dox,18453,NA,0.048773,NA,NA,NA,52.866718,1362.764404,
200724,2,Tube_002,Staining,G542Ac3,G627B,24-well,None,None,No_dox,No_dox,13756,NA,2.260832,NA,NA,NA,67.561035,141.984879,
200724,3,Tube_003,Staining,G542Ac3,G698C,24-well,None,None,No_dox,No_dox,10846,NA,0.21206,NA,NA,NA,64.443993,436.188141,
200724,4,Tube_004,Staining,G542Ac3,G714C,24-well,None,None,No_dox,No_dox,12287,NA,0.12208,NA,NA,NA,50.574387,188.077606,
200724,5,Tube_005,Staining,G542Ac3,G719B,24-well,None,None,No_dox,No_dox,14235,NA,0.259923,NA,NA,NA,58.104084,176.249969,
200724,6,Tube_006,Staining,G542Ac3,None,24-well,None,None,Dox,Dox,13158,NA,0.0456,NA,NA,NA,62.519264,2217.904785,
200724,7,Tube_007,Staining,G542Ac3,G627B,24-well,None,None,Dox,Dox,13280,NA,96.626506,NA,NA,NA,1750.194214,1840.616455,
200724,8,Tube_008,Staining,G542Ac3,G698C,24-well,None,None,Dox,Dox,11834,NA,93.113064,NA,NA,NA,1440.513306,1489.850098,
200724,9,Tube_009,Staining,G542Ac3,G714C,24-well,None,None,Dox,Dox,16801,NA,98.636986,NA,NA,NA,1375.556396,1405.445312,
200724,10,Tube_010,Staining,G542Ac3,G719B,24-well,None,None,Dox,Dox,12188,NA,99.770266,NA,NA,NA,957.66571,954.900146,
200724,11,Tube_011,Two_color,G542Ac3,G752A/G758A,24-well,VSVG,G699A,20,24-well,112179,NA,28.635484,1.207857,63.248915,1.258597,NA,NA,
200724,12,Tube_012,Two_color,G542Ac3,G752A/G758A,24-well,VSVG,G699A,50,24-well,130062,NA,29.473636,4.19471,62.284141,4.162552,NA,NA,
