date,tube_number,tube_id,expt,cell_bkgd,recombined_construct,plate_well,pseudovirus_env,pseudovirus_vec,pseudovirus_inoc,cell_number,live_singlets,pct_grn,pct_red,pct_grn_gvn_red,pct_nir,pct_grn_gvn_nir,mfi_grn,mfi_grn_gvn_red,comment
200722,1,Tube_001,Reverse_envs,HEK_G542Ac3,transient_none,6-well,none,G70C,4200,6-well,104312,0.019173,NA,NA,NA,NA,NA,NA,
200722,2,Tube_002,Reverse_envs,HEK_G542Ac3,transient_none,6-well,ACE2,G70C,4200,6-well,134933,0.108943,NA,NA,NA,NA,NA,NA,
200722,3,Tube_003,Reverse_envs,HEK_G542Ac3,transient_SARS1,6-well,none,G70C,4200,6-well,95317,0.082881,NA,NA,NA,NA,NA,NA,
200722,4,Tube_004,Reverse_envs,HEK_G542Ac3,transient_SARS1,6-well,ACE2,G70C,4200,6-well,105153,3.737411,NA,NA,NA,NA,NA,NA,
200722,5,Tube_005,Two_color,HEK_G542Ac3,G752A/G758A,24-well,VSVG,G699A,20,24-well,36287,NA,18.171797,1.167728,62.920605,1.379643,NA,NA,
200722,6,Tube_006,Two_color,HEK_G542Ac3,G752A/G758A,24-well,SARS1,G699A,150,24-well,49508,NA,19.194878,0.010523,63.718995,3.924428,NA,NA,
200722,7,Tube_007,Two_color,HEK_G542Ac3,G752A/G758A,24-well,SARS1,G699A,1250,24-well,17940,NA,28.784838,0.445391,47.898551,63.004771,NA,NA,
200722,8,Tube_008,Two_color,HEK_G542Ac3,G752A/G758A,24-well,SARS2,G699A,1400,24-well,15071,NA,29.560082,1.96E-03,45.949174,5.458484,NA,NA,
200722,9,Tube_009,Two_color,HEK_G542Ac3,G752A/G758A,24-well,WIV1,G699A,1400,24-well,18294,NA,28.260632,0.038685,47.758828,1.590935,NA,NA,
200722,10,Tube_010,Two_color,HEK_G542Ac3,G752A/G758A,24-well,NL63,G699A,1400,24-well,18034,NA,28.418543,0.019512,48.475103,0.011439,NA,NA,
200722,11,Tube_011,Two_color,HEK_G542Ac3,G752A/G758A,24-well,MERS,G699A,1400,24-well,23133,NA,26.550815,0.227939,49.647689,0.017414,NA,NA,
200722,12,Tube_012,Two_color,HEK_G542Ac3,G752A/G758A,24-well,HKU4,G699A,1400,24-well,18255,NA,26.513284,0.020661,48.808546,0,NA,NA,too_low
200722,13,Tube_013,Two_color,HEK_G542Ac3,G752A/G758A,24-well,ZdM,G699A,150,24-well,41257,NA,18.583513,0.104343,63.960055,0.083371,NA,NA,
200722,14,Tube_014,Two_color,HEK_G542Ac3,G752A/G758A,24-well,ZdM,G699A,1250,24-well,18136,NA,25.430084,0.888985,49.972431,0.463423,NA,NA,
200722,15,Tube_015,Two_color,HEK_G542Ac3,G752A/G758A,24-well,Marb,G699A,150,24-well,50248,NA,19.083347,1.334863,63.57467,1.624667,NA,NA,
200722,16,Tube_016,Two_color,HEK_G542Ac3,G752A/G758A,24-well,Marb,G699A,1250,24-well,13925,NA,25.996409,4.917127,48.179533,5.723655,NA,NA,
200722,17,Tube_017,Two_color,HEK_G542Ac3,G752A/G758A,24-well,LFV,G699A,150,24-well,53393,NA,18.215871,1.161834,65.251999,1.277268,NA,NA,
200722,18,Tube_018,Two_color,HEK_G542Ac3,G752A/G758A,24-well,LFV,G699A,1250,24-well,23066,NA,28.162664,2.601601,45.166045,2.860434,NA,NA,
200722,19,Tube_019,Two_color,HEK_G542Ac3,G752A/G758A,24-well,LCMV,G699A,150,24-well,44352,NA,18.249459,1.247838,65.11544,1.911357,NA,NA,
200722,20,Tube_020,Two_color,HEK_G542Ac3,G752A/G758A,24-well,LCMV,G699A,1250,24-well,16530,NA,24.500907,10.666667,53.69631,22.329878,NA,NA,
200722,21,Tube_021,Two_color,HEK_G542Ac3,G752A/G758A,24-well,Junin,G699A,150,24-well,51174,NA,18.691132,0.010455,64.499551,0.018178,NA,NA,too_low
200722,22,Tube_022,Two_color,HEK_G542Ac3,G752A/G758A,24-well,Junin,G699A,1250,24-well,17587,NA,26.985842,0.674252,51.498266,0.27603,NA,NA,
200722,23,Tube_023,Two_color,HEK_G542Ac3,G752A/G758A,24-well,G740D,G699A,1400,24-well,17305,NA,27.344698,0.126796,50.418954,28.43553,NA,NA,
200722,24,Tube_024,Two_color,HEK_G542Ac3,G752A/G758A,24-well,G764B,G699A,150,24-well,53936,NA,17.967591,0.030957,65.29776,4.843976,NA,NA,
200722,25,Tube_025,Two_color,HEK_G542Ac3,G752A/G758A,24-well,G764B,G699A,1250,24-well,16480,NA,28.167476,0.366221,48.725728,57.085928,NA,NA,
200722,26,Tube_026,Two_color,HEK_G542Ac3,G752A/G758A,24-well,G776C,G699A,1400,24-well,15881,NA,26.478181,0.047562,50.95397,0.012358,NA,NA,
200722,27,Tube_027,Two_color,HEK_G542Ac3,G752A/G758A,24-well,G778B,G699A,1400,24-well,21345,NA,26.704146,0.017544,50.297494,2.794337,NA,NA,
200722,28,Tube_028,Two_color,HEK_G542Ac3,G752A/G758A,24-well,VSVG,G699A,10,24-well,63240,NA,19.519292,0.477965,62.754586,0.481278,NA,NA,
200722,29,Tube_029,misc,HEK_G542Ac3,G718A,6-well,NA,NA,NA,6-well,NA,NA,NA,NA,NA,NA,NA,NA,
200722,30,Tube_030,misc,HEK_G542Ac3,G747A,6-well,NA,NA,NA,6-well,NA,NA,NA,NA,NA,NA,NA,NA,
200721,31,Tube_031,Reverse_envs,HEK_G542Ac3,transient_none,6-well,none,G70C,4200,6-well,67829,0.01032,NA,NA,NA,NA,NA,NA,
200721,32,Tube_032,Reverse_envs,HEK_G542Ac3,transient_none,6-well,ACE2,G70C,4200,6-well,105035,0.011425,NA,NA,NA,NA,NA,NA,
200721,33,Tube_033,Reverse_envs,HEK_G542Ac3,transient_SARS1,6-well,none,G70C,4200,6-well,68042,0.101408,NA,NA,NA,NA,NA,NA,
200721,34,Tube_034,Reverse_envs,HEK_G542Ac3,transient_SARS1,6-well,ACE2,G70C,4200,6-well,55050,0.490463,NA,NA,NA,NA,NA,NA,
